,BusinessNum,agentName,appReferenceNumber,applicantName,applicationDate,applicationNumber,applicationStatus,articleName,designMainClassification,designNumber,dsShpClssCd,internationalRegisterDate,internationalRegisterNumber,inventorName,openDate,openNumber,priorityDate,priorityNumber,publicationDate,publicationNumber,regReferenceNumber,registrationDate,registrationNumber
6020,1248602690,['황정현'],,['피이에스 주식회사'],2016-02-25,3.02E+12,소멸,엘이디 실내등용 전원공급기,['H223'],M001,['H223'],,,"['엄창용', '김정덕']",,,,,2016-09-21,,,2016-09-09,3.01E+12
6021,1248602690,['황정현'],,['피이에스 주식회사'],2015-06-19,3.02E+12,소멸,엘이디 터널등,['D360'],M001,['D360'],,,"['김영욱', '김정덕', '구용우', '박제명']",,,,,2015-11-09,,,2015-11-02,3.01E+12
6022,1248602690,['특허법인 수'],,['피이에스 주식회사'],2012-09-13,3.02E+12,소멸,엘이디(LED) 투광기,['D3620B'],M01,['D3620B'],,,"['나종훈', '이형관', '엄창용']",,,,,2013-03-28,,,2013-03-21,3.01E+12
6023,1248602690,['김한'],,['피이에스 주식회사'],2012-03-07,3.02E+12,소멸,투명 엘이디 투광기,['D3620B'],M01,['D3620B'],,,"['나종훈', '이형관', '엄창용']",,,,,2012-10-10,,,2012-10-02,3.01E+12
6024,4028101251,,,,,,,,,,,,,,,,,,,,,,
6025,5188109310,,,,,,,,,,,,,,,,,,,,,,
6026,1308509014,,,,,,,,,,,,,,,,,,,,,,
6027,6088108068,,,,,,,,,,,,,,,,,,,,,,
6028,2848106197,,,,,,,,,,,,,,,,,,,,,,
6029,1058705301,,,,,,,,,,,,,,,,,,,,,,
6030,4038100282,['특허법인아주'],,['주식회사 대한'],2019-10-14,3.02E+12,등록,토목공사 빔잭용 지지대,"['L4190', 'L22129']",M001,"['L4190', 'L22129']",,,['서준석'],,,,,2020-02-06,,,2020-01-31,3.01E+12
6031,4038100282,['김종갑'],,['주식회사 대한'],1990-08-13,3.02E+12,소멸,시트제조장치,['K000'],M01,"['K000', 'K000B']",,,['서정돈'],,,,,1991-08-19,,,1991-07-10,3.00E+12
6032,4038100282,['김종갑'],,['주식회사 대한'],1997-03-20,3.02E+12,소멸,베어링하우스용 지지대,['K91190'],M01,['K91190'],,,['서정돈'],,,,,1998-06-01,,,1998-03-30,3.00E+12
6033,4038100282,['김종갑'],,['주식회사 대한'],1997-03-20,3.02E+12,소멸,베어링하우스용 지지대커버,['K91190'],M01,['K91190'],,,['서정돈'],,,,,1998-06-01,,,1998-03-30,3.00E+12
6034,4038100282,['성낙훈'],,['주식회사 대한'],2009-03-26,3.02E+12,소멸,핸드 드라이어,['C427'],M01,['C427'],,,['최장희'],,,,,2011-04-11,,,2011-03-30,3.01E+12
6035,4038100282,['특허법인아주'],,['주식회사 대한'],2016-01-25,3.02E+12,등록,기초공사용 하중잭,"['L22129', 'L4190']",M001,"['L4190', 'L22129']",,,['서준석'],,,,,2016-08-03,,,2016-07-28,3.01E+12
6036,4038100282,['특허법인아주'],,['주식회사 대한'],2017-12-26,3.02E+12,등록,토목공사용 하중잭,['L22129'],M001,['L22129'],,,['서준석'],,,,,2018-07-30,,,2018-07-24,3.01E+12
6037,4038100282,['특허법인아주'],,['주식회사 대한'],2016-08-10,3.02E+12,등록,기초공사용 하중잭,['L22129'],M001,['L22129'],,,['서준석'],,,,,2017-05-26,,,2017-04-05,3.01E+12
6038,4038100282,['특허법인아주'],,['주식회사 대한'],2017-04-25,3.02E+12,등록,토목공사용 하중잭,['L22129'],M001,['L22129'],,,['서준석'],,,,,2018-01-23,,,2018-01-16,3.01E+12
6039,4038100282,['특허법인아주'],,['주식회사 대한'],2017-04-25,3.02E+12,등록,토목공사용 하중잭,['L22129'],M001,['L22129'],,,['서준석'],,,,,2018-02-22,,,2018-02-13,3.01E+12
6040,4038100282,['특허법인아주'],,['주식회사 대한'],2017-04-25,3.02E+12,등록,토목공사용 하중잭,['L22129'],M001,['L22129'],,,['서준석'],,,,,2018-02-14,,,2018-02-07,3.01E+12
6041,4038100282,['김종갑'],,['주식회사 대한'],1998-05-30,3.02E+12,소멸,높이조절용 받침대,['L1220'],M01,['L1220'],,,['서정돈'],,,,,1999-05-15,,,1999-01-28,3.00E+12
6042,4038100282,['김종갑'],,['주식회사 대한'],1998-09-12,3.02E+12,소멸,높이조절용 소켓,['L129'],M01,['L129'],,,['서정돈'],,,,,1999-07-01,,,1999-04-27,3.00E+12
6043,4038100282,['특허법인아주'],,['주식회사 대한'],2010-02-03,3.02E+12,등록,에이치빔 보강용 브라켓,"['L4190', 'L129']",M01,"['L4190', 'L129']",,,['서정돈'],,,,,2010-08-31,,,2010-08-25,3.01E+12
6044,4038100282,['특허법인아주'],,['주식회사 대한'],2008-05-26,3.02E+12,등록,건설구조물용 스크류 잭 슈트판 연결구,['L22129'],M01,['L22129'],,,['이태영'],,,,,2009-05-04,,,2009-04-21,3.01E+12
6045,4038100282,['특허법인아주'],,['주식회사 대한'],2008-05-26,3.02E+12,등록,건물구조물용 스크류 잭,['L22129'],M01,['L22129'],,,['이태영'],,,,,2009-05-04,,,2009-04-21,3.01E+12
6046,4038100282,['특허법인아주'],,['주식회사 대한'],2019-10-14,3.02E+12,등록,토목공사용 빔잭,"['L4190', 'L22129']",M001,"['L4190', 'L22129']",,,['서준석'],,,,,2020-02-06,,,2020-01-31,3.01E+12
6047,5038101656,,,,,,,,,,,,,,,,,,,,,,
6048,6168102612,,,,,,,,,,,,,,,,,,,,,,
6049,2118109806,,,,,,,,,,,,,,,,,,,,,,
6050,1058607935,,,,,,,,,,,,,,,,,,,,,,
6051,4111505815,,,,,,,,,,,,,,,,,,,,,,
6052,1068100064,,,,,,,,,,,,,,,,,,,,,,
6053,1342004180,,,,,,,,,,,,,,,,,,,,,,
6054,4038103767,,,,,,,,,,,,,,,,,,,,,,
6055,1101903617,,,,,,,,,,,,,,,,,,,,,,
6056,6158102914,,,,,,,,,,,,,,,,,,,,,,
6057,6038102885,,,,,,,,,,,,,,,,,,,,,,
6058,8888802776,,,,,,,,,,,,,,,,,,,,,,
6059,1548803167,,,,,,,,,,,,,,,,,,,,,,
6060,1358606451,,,,,,,,,,,,,,,,,,,,,,
6061,5158103509,,,,,,,,,,,,,,,,,,,,,,
6062,2068105156,,,,,,,,,,,,,,,,,,,,,,
6063,4108109911,,,,,,,,,,,,,,,,,,,,,,
6064,1238100946,,,,,,,,,,,,,,,,,,,,,,
6065,2158605347,,,,,,,,,,,,,,,,,,,,,,
6066,6971208229,,,,,,,,,,,,,,,,,,,,,,
6067,2208703928,,,,,,,,,,,,,,,,,,,,,,
6068,4168605135,,,,,,,,,,,,,,,,,,,,,,
6069,5038100124,,,,,,,,,,,,,,,,,,,,,,
6070,3018803905,,,,,,,,,,,,,,,,,,,,,,
6071,2148608663,,,,,,,,,,,,,,,,,,,,,,
6072,1958808122,,,,,,,,,,,,,,,,,,,,,,
6073,2208706712,,,,,,,,,,,,,,,,,,,,,,
6074,8808109805,,,,,,,,,,,,,,,,,,,,,,
6075,2108106854,,,,,,,,,,,,,,,,,,,,,,
6076,2048605117,,,,,,,,,,,,,,,,,,,,,,
6077,1348105691,,,,,,,,,,,,,,,,,,,,,,
6078,1068103859,,,,,,,,,,,,,,,,,,,,,,
6079,2858103644,,,,,,,,,,,,,,,,,,,,,,
6080,2148600166,,,,,,,,,,,,,,,,,,,,,,
6081,5038101044,['정규호'],,['창성건설 주식회사'],2017-09-13,3.02E+12,등록,울타리,['L3532'],M001,['L3532'],,,['배동현'],,,,,2018-03-02,,,2018-02-23,3.01E+12
6082,1080905883,,,,,,,,,,,,,,,,,,,,,,
6083,8418808403,,,,,,,,,,,,,,,,,,,,,,
6084,3178104463,,,,,,,,,,,,,,,,,,,,,,
6085,4658605075,['김영관'],,['주식회사 창대이엔지'],2021-06-03,3.02E+12,등록,굴착기용 케이싱 가이드,['K332190'],M001,['K332190'],,,['박지혁'],,,,,2022-04-25,,,2022-04-19,3.01E+12
6086,4568807386,,,,,,,,,,,,,,,,,,,,,,
6087,1578800258,,,,,,,,,,,,,,,,,,,,,,
6088,6163004720,,,['주식회사 신세계'],1974-10-05,3.02E+12,소멸,상품권,['F31113'],M01,['F31113'],,,['박태서'],,,,,1977-08-30,3.02E+11,,1974-12-06,3.00E+12
6089,6163004720,,,['주식회사 신세계'],1968-09-16,3.02E+12,소멸,숍핑백,['B44C'],M01,['B44C'],,,['고문자'],,,,,1969-09-30,3.02E+11,,1969-03-19,3.00E+12
6090,6163004720,,,['주식회사 신세계'],1978-02-11,3.02E+12,소멸,스카아프포장케이스,['F4533B'],M01,['F4533B'],,,['김영진'],,,,,1978-12-09,3.02E+11,,1978-09-23,3.00E+12
6091,6163004720,,,['주식회사 신세계'],1974-10-05,3.02E+12,소멸,상품권,['F31113'],M01,['F31113'],,,['박태서'],,,,,1976-12-22,3.02E+11,,1974-12-06,3.00E+12
6092,6163004720,,,['주식회사 신세계'],1965-04-15,3.02E+12,소멸,포장지의형상모양및색채의결합,['F410B'],M01,['F410B'],,,['전충식'],,,,,1965-05-27,3.02E+11,,1965-05-27,3.00E+12
6093,6163004720,['조철현'],,['주식회사 신세계'],1996-08-19,3.02E+12,소멸,포장지,['F410B'],M01,['F410B'],,,['유한섭'],,,,,1997-06-30,,,1997-05-13,3.00E+12
6094,6163004720,['조철현'],,['주식회사 신세계'],1999-12-22,3.02E+12,소멸,쇼핑백,['B44C'],M01,['B44C'],,,"['박영준', '안상혁']",,,,,2001-01-15,,,2000-11-06,3.00E+12
6095,6163004720,['박천배'],,['주식회사 신세계'],1982-12-30,3.02E+12,소멸,포장지,['F410B'],M01,['F410B'],,,['조준래'],,,1982-12-13,,1983-12-22,3.02E+11,,1983-11-02,3.00E+12
6096,6163004720,['팬코리아특허법인'],,['주식회사 신세계'],2017-04-20,3.02E+12,등록,포장용상자,['F4530B'],M001,['F4530B'],,,"['황혜진', '만성원']",,,,,2018-01-18,,,2018-01-12,3.01E+12
6097,6163004720,['팬코리아특허법인'],,['주식회사 신세계'],2017-06-02,3.02E+12,등록,쇼핑백,['B44C'],M001,['B44C'],,,"['이지혜', '최나영', '전희경', '이형석']",,,,,2018-03-27,,,2018-03-21,3.01E+12
6098,6163004720,['팬코리아특허법인'],,['주식회사 신세계'],2009-10-19,3.02E+12,등록,비닐쇼핑백,['F442'],M01,['F442'],,,['이보영'],,,,,2010-01-21,,,2010-01-14,3.01E+12
6099,6163004720,,,['주식회사 신세계'],1975-08-25,3.02E+12,소멸,쇼핑백,['B44C'],M01,['B44C'],,,['박태서'],,,,,1977-05-03,3.02E+11,,1976-10-11,3.00E+12
6100,6163004720,['팬코리아특허법인'],,['주식회사 신세계'],2015-01-19,3.02E+12,등록,쇼핑백,['B44C'],M001,['B44C'],,,"['전희경', '서애리', '김혜정', '백지원']",,,,,2015-11-20,,,2015-11-16,3.01E+12
6101,6163004720,['박천배'],,['주식회사 신세계'],1984-08-16,3.02E+12,소멸,포장지,['F410B'],M01,['F410B'],,,['조준래'],,,,,1985-12-26,3.02E+11,,1985-11-28,3.00E+12
6102,6163004720,['팬코리아특허법인'],,['주식회사 신세계'],2017-05-11,3.02E+12,등록,특수기호 글자체,['N150'],M001,['N150'],,,"['윤민구', '노민지', '안상수']",,,,,2018-02-20,,,2018-02-12,3.01E+12
6103,6163004720,['조철현'],,['주식회사 신세계'],2005-04-12,3.02E+12,소멸,쇼핑백,['B44C'],M01,['B44C'],,,"['안상혁', '박희명']",,,,,2006-02-22,,,2006-02-16,3.00E+12
6104,6163004720,['팬코리아특허법인'],,['주식회사 신세계'],2009-09-09,3.02E+12,등록,쇼핑백,['B44C'],M01,['B44C'],,,['이보영'],,,,,2010-09-13,,,2010-09-06,3.01E+12
6105,6163004720,['팬코리아특허법인'],,['주식회사 신세계'],2008-12-19,3.02E+12,등록,쇼핑용 바구니,"['B44B', 'G150']",M01,"['B44B', 'G150']",,,['이동석'],,,,,2009-06-25,,,2009-06-16,3.01E+12
6106,2028204157,,,,,,,,,,,,,,,,,,,,,,
6107,5038101939,,,,,,,,,,,,,,,,,,,,,,
6108,6168100157,,,"['주식회사 건영', '홍건상']",1992-03-26,3.02E+12,소멸,양수기함체내부의보온뚜껑,['L2433'],M01,"['L2433', 'L2433C']",,,['전희영'],,,,,1993-02-12,,,1992-12-28,3.00E+12
6109,6168100157,['연규철'],,['주식회사 건영'],1989-08-25,3.02E+12,소멸,선풍기날개보호망,['D449'],M01,"['D449T', 'D449']",,,['조상준'],,,,,1990-09-24,,,1990-08-17,3.00E+12
6110,6168100157,['연규철'],,['주식회사 건영'],1989-08-25,3.02E+12,소멸,선풍기날개보호망,['D449'],M01,"['D449T', 'D449']",,,['조상준'],,,,,1990-09-26,,,1990-08-17,3.00E+12
6111,6168100157,['연규철'],,['주식회사 건영'],1989-01-23,3.02E+12,소멸,차량용냉.온장고,['C651B'],M01,['C651B'],,,['조상준'],,,,,1990-06-04,,,1990-04-17,3.00E+12
6112,6168100157,['연규철'],,['주식회사 건영'],1989-11-16,3.02E+12,소멸,차량용냉온장고,['C651B'],M01,['C651B'],,,['조상준'],,,,,1990-12-08,,,1990-10-29,3.00E+12
6113,1108102299,,,,,,,,,,,,,,,,,,,,,,
6114,1208800344,,,,,,,,,,,,,,,,,,,,,,
6115,1298104692,,,,,,,,,,,,,,,,,,,,,,
6116,1291806265,,,,,,,,,,,,,,,,,,,,,,
6117,1118107077,,,,,,,,,,,,,,,,,,,,,,
6118,2068106588,,,,,,,,,,,,,,,,,,,,,,
6119,3018104409,,,,,,,,,,,,,,,,,,,,,,
6120,2148702462,,,,,,,,,,,,,,,,,,,,,,
6121,1058708757,,,,,,,,,,,,,,,,,,,,,,
6122,2068606274,,,,,,,,,,,,,,,,,,,,,,
6123,5024503348,,,,,,,,,,,,,,,,,,,,,,
6124,1168104312,,,,,,,,,,,,,,,,,,,,,,
6125,1208703362,,,,,,,,,,,,,,,,,,,,,,
6126,4988808063,,,,,,,,,,,,,,,,,,,,,,
6127,5778808419,,,,,,,,,,,,,,,,,,,,,,
6128,2948706403,['박상훈'],,['글로리엔텍 주식회사'],2021-03-04,3.02E+12,등록,화상디자인이 표시된 정수장 계측기,"['J140S', 'H1721S', 'H4333S', 'H51S', 'H540S']",M001,"['J140S', 'H4333S', 'H51S', 'H1721S', 'H540S']",,,['박순호'],,,,,2021-05-13,,,2021-05-07,3.01E+12
6129,3638800875,,,,,,,,,,,,,,,,,,,,,,
6130,2208106377,['특허법인주원'],,"['홍지기술산업주식회사', '주식회사 토브씨앤지']",2014-08-18,3.02E+12,등록,옹벽용 블록,['L201K'],M001,['L201K'],,,"['최진희', '홍찬윤']",,,,,2015-04-06,,,2015-03-26,3.01E+12
6131,2208106377,['특허법인주원'],,"['홍지기술산업주식회사', '주식회사 토브씨앤지', '홍찬윤']",2017-07-20,3.02E+12,등록,옹벽용 블럭,['L201K'],M001,['L201K'],,,['홍찬윤'],,,,,2018-02-21,,,2018-02-13,3.01E+12
6132,2208106377,['특허법인주원'],,"['홍지기술산업주식회사', '주식회사 토브씨앤지']",2013-12-03,3.02E+12,소멸,보강토 옹벽용 블록,['L201K'],M01,['L201K'],,,"['노삼경', '최영철', '박문상']",,,,,2015-04-02,,,2015-03-26,3.01E+12
6133,6168105609,"['박장원', '신운철']",,['서강종합건설 주식회사'],2000-05-23,3.02E+12,소멸,인공어초,"['L2641', 'K22']",M01,"['L2642T', 'K22', 'L2641']",,,['오지훈'],,,,,2001-10-20,,,2001-08-11,3.00E+12
6134,1018209043,,,,,,,,,,,,,,,,,,,,,,
6135,2068606513,,,,,,,,,,,,,,,,,,,,,,
6136,2228807224,"['박용길', '권창호']",,['주식회사 세인테크'],2007-08-13,3.02E+12,소멸,건축용 리프트의 승강차 발판,['G1390'],M01,['G1390'],,,['이종우'],,,,,2008-07-03,,,2008-06-27,3.00E+12
6137,2228807224,['박용민'],,['세인테크 주식회사'],2020-09-24,3.02E+12,등록,배선용 박스커버,['H261B'],M001,['H261B'],,,['최호길'],,,,,2021-11-16,,,2021-11-10,3.01E+12
6138,3248708677,,,,,,,,,,,,,,,,,,,,,,
6139,5918108501,,,,,,,,,,,,,,,,,,,,,,
6140,1388105751,,,,,,,,,,,,,,,,,,,,,,
6141,4078105950,,,,,,,,,,,,,,,,,,,,,,
6142,2248101269,,,,,,,,,,,,,,,,,,,,,,
6143,8968702730,,,,,,,,,,,,,,,,,,,,,,
6144,2068109540,['전종학'],,['이레에스아이(주)'],2012-07-05,3.02E+12,소멸,의료용 필터,['J740'],M01,['J740'],,,"['조치흠', '박영수', '박명수']",,,,,2013-06-12,,,2013-06-05,3.01E+12
6145,2068109540,['전종학'],,['이레에스아이(주)'],2012-07-05,3.02E+12,등록,의료용 필터,['J740'],M01,['J740'],,,"['조치흠', '박영수', '박명수']",,,,,2013-08-30,,,2013-08-23,3.01E+12
6146,8098604179,,,,,,,,,,,,,,,,,,,,,,
6147,5088109998,,,,,,,,,,,,,,,,,,,,,,
6148,1068607939,,,,,,,,,,,,,,,,,,,,,,
6149,1108101668,,,,,,,,,,,,,,,,,,,,,,
6150,6028103107,,,,,,,,,,,,,,,,,,,,,,
6151,4298102550,,,,,,,,,,,,,,,,,,,,,,
6152,5038109341,,,,,,,,,,,,,,,,,,,,,,
6153,2238104416,['유기현'],,"['진흥기업주식회사', '(주)지아르케']",2014-04-24,3.02E+12,등록,교자상 보관용 거치대,['D130'],M01,['D130'],,,"['이원화', '정문영', '김효인']",,,,,2014-12-03,,,2014-11-25,3.01E+12
6154,1018707367,,,,,,,,,,,,,,,,,,,,,,
6155,1161506634,['유기현'],,['주식회사 대성기계'],2008-11-20,3.02E+12,소멸,소화전 방수구용 앵글 밸브,['M250'],M01,['M250'],,,['조기영'],,,,,2009-11-23,,,2009-11-13,3.01E+12
6156,1161506634,['천성민'],,['주식회사 대성기계'],2015-07-03,3.02E+12,등록,소방호스걸이용 연결구,['J639'],M001,['J639'],,,['조기영'],,,,,2016-02-01,,,2016-01-25,3.01E+12
6157,1161506634,['천성민'],,['주식회사 대성기계'],2017-04-06,3.02E+12,등록,완강기용 감속휠,['J629'],M001,['J629'],,,['조기영'],,,,,2018-04-13,,,2018-04-09,3.01E+12
6158,1161506634,['천성민'],,['주식회사 대성기계'],2017-06-28,3.02E+12,등록,소방호스 연결구,"['J639', 'M24113']",M001,"['J639', 'M24113']",,,['조기영'],,,,,2017-12-06,,,2017-11-28,3.01E+12
6159,1161506634,['천성민'],,['주식회사 대성기계'],2018-04-26,3.02E+12,등록,지하식 소화전,['J631'],M001,['J631'],,,['조기영'],,,,,2019-01-18,,,2019-01-12,3.01E+12
6160,8098805187,,,,,,,,,,,,,,,,,,,,,,
6161,6628801824,,,,,,,,,,,,,,,,,,,,,,
6162,8608107221,,,,,,,,,,,,,,,,,,,,,,
6163,3278806081,,,,,,,,,,,,,,,,,,,,,,
6164,6208102206,,,,,,,,,,,,,,,,,,,,,,
6165,6058609171,,,,,,,,,,,,,,,,,,,,,,
6166,2338102261,,,,,,,,,,,,,,,,,,,,,,
6167,4088105735,,,,,,,,,,,,,,,,,,,,,,
6168,1138105810,,,,,,,,,,,,,,,,,,,,,,
6169,5338702552,,,,,,,,,,,,,,,,,,,,,,
6170,6158103274,,,,,,,,,,,,,,,,,,,,,,
6171,1058609618,,,,,,,,,,,,,,,,,,,,,,
6172,5188800410,,,,,,,,,,,,,,,,,,,,,,
6173,6918809955,,,,,,,,,,,,,,,,,,,,,,
6174,3148603314,,,,,,,,,,,,,,,,,,,,,,
6175,5028603094,,,,,,,,,,,,,,,,,,,,,,
6176,7708806722,,,,,,,,,,,,,,,,,,,,,,
6177,1218703148,['특허법인아주'],,['주식회사 우신'],2016-03-31,3.02E+12,등록,표딱지,['F420A'],M001,['F420A'],,,"['안병택', '박용진']",,,,,2016-09-30,,,2016-09-05,3.01E+12
6178,5028600576,['특허법인 두성'],,['세움건설 주식회사'],2017-09-26,3.02E+12,등록,벽체 블럭용 줄눈대,['L4430'],M001,['L4430'],,,['김춘상'],,,,,2018-07-06,,,2018-07-02,3.01E+12
6179,6398607542,,,,,,,,,,,,,,,,,,,,,,
6180,8278804973,,,,,,,,,,,,,,,,,,,,,,
6181,1198600231,['특허법인코리아나'],,['주식회사 우진'],2010-06-03,3.02E+12,소멸,디지털 루프제어기,['H261AA'],M01,['H261AA'],,,['곽진구'],,,,,2011-11-23,,,2011-11-11,3.01E+12
6182,1198600231,['특허법인 신우'],,['주식회사 우진'],2013-12-18,3.02E+12,소멸,디지털 루프제어기용 시험기,['J1511'],M01,['J1511'],,,['류인학'],,,,,2014-11-06,,,2014-10-28,3.01E+12
6183,1198600231,['박영순'],,['주식회사 우진'],2004-02-02,3.02E+12,소멸,디지털 정보표시기,['H4330'],M01,['H4330'],,,['이재영'],,,,,2004-10-11,,,2004-09-23,3.00E+12
6184,1198600231,['홍성철'],,"['주식회사 우진', '우진 일렉트로나이트(주)']",2011-12-29,3.02E+12,등록,란스용 홀더 컨넥터,['H1590'],M01,['H1590'],,,"['박광순', '권용철', '박진철']",,,,,2013-01-17,,,2013-01-10,3.01E+12
6185,1198600231,['특허법인 신우'],,['주식회사 우진'],2014-10-06,3.02E+12,소멸,센서 보호관,['H1590'],M001,['H1590'],,,['임재민'],,,,,2015-08-26,,,2015-08-17,3.01E+12
6186,1198600231,['특허법인코리아나'],,['주식회사 우진'],2010-08-20,3.02E+12,소멸,유량계,['J1320'],M01,['J1320'],,,"['박준수', '윤성욱']",,,,,2012-01-31,,,2012-01-13,3.01E+12
6187,1198600231,['특허법인(유한) 다래'],,['주식회사 우진'],2012-11-02,3.02E+12,등록,디지털 지시계용 표시기,['J192'],M01,['J192'],,,['김태완'],,,,,2014-03-28,,,2014-03-20,3.01E+12
6188,1198600231,"['이춘희', '최봉태']",,['(주)우진'],2004-09-08,3.02E+12,소멸,교반기용 감속기케이스,['K919'],M01,['K919'],,,"['오상엽', '김경표']",,,,,2005-10-07,,,2005-09-27,3.00E+12
6189,1198600231,['이영규'],,['주식회사 우진'],1996-10-30,3.02E+12,소멸,용선시료채취기의안내구,['K679'],M01,"['K679', 'K679T']",,,"['이만업', '안승철']",,,,,1997-12-29,,,1997-10-29,3.00E+12
6190,1198600231,['이영규'],,['주식회사 우진'],1990-05-08,3.02E+12,소멸,용융금속분석용시료채취기,['K672'],M01,"['K672', 'K672T']",,,['이종근'],,,,,1991-07-18,,,1991-06-07,3.00E+12
6191,1198600231,['이영규'],,['주식회사 우진'],1991-08-20,3.02E+12,소멸,용융금속분석용시료채취기,['K672'],M01,"['K672', 'K672T']",,,['이만업'],,,1991-02-18,,1992-10-02,,,1992-08-21,3.00E+12
6192,1198600231,['홍성철'],,['주식회사 우진'],2014-12-09,3.02E+12,소멸,건축용 제진 댐퍼,['L4190'],M001,['L4190'],,,['이선영'],,,,,2015-07-20,,,2015-07-09,3.01E+12
6193,1198600231,['특허법인코리아나'],,['주식회사 우진'],2015-11-06,3.02E+12,소멸,원자력발전소용 계측기,['J140'],M002,['J140'],,,"['곽진구', '김태완']",,,,,2016-04-21,,,2016-04-15,3.01E+12
6194,1198600231,['특허법인 신우'],,['주식회사 우진'],2019-09-10,3.02E+12,등록,화상디자인이 표시되는 디스플레이 패널,"['H1721S', 'H3301S', 'H51S', 'H540S', 'J140S']",M001,"['J140S', 'H51S', 'H1721S', 'H3301S', 'H540S']",,,['류인학'],,,,,2020-07-02,,,2020-06-26,3.01E+12
6195,1198600231,['특허법인 신우'],,['주식회사 우진'],2019-09-10,3.02E+12,등록,화상디자인이 표시되는 디스플레이 패널,"['H1721S', 'H3301S', 'H51S', 'H540S', 'J140S']",M003,"['J140S', 'H51S', 'H1721S', 'H3301S', 'H540S']",,,['최승원'],,,,,2020-07-02,,,2020-06-26,3.01E+12
6196,1198600231,['조창희'],,['주식회사 우진'],1989-11-14,3.02E+12,소멸,딸기상자,['G150'],M01,"['G150T', 'G150']",,,['이병호'],,,,,1990-12-08,,,1990-10-29,3.00E+12
6197,1198600231,['특허법인코리아나'],,['주식회사 우진'],2016-07-26,3.02E+12,등록,제어계측표시기,['J140'],M001,['J140'],,,['정송혜'],,,,,2016-12-12,,,2016-12-06,3.01E+12
6198,1198600231,['특허법인코리아나'],,['주식회사 우진'],2015-03-31,3.02E+12,등록,화상디자인이 표시된 디스플레이 패널,['H1721S'],M001,['H1721S'],,,['이기보'],,,,,2016-01-20,,,2016-01-08,3.01E+12
6199,1198600231,['특허법인코리아나'],,['주식회사 우진'],2015-03-31,3.02E+12,등록,화상디자인이 표시된 디스플레이 패널,['H1721S'],M006,['H1721S'],,,['이기보'],,,,,2016-01-19,,,2016-01-08,3.01E+12
6200,1198600231,['조창희'],,['주식회사 우진'],1991-05-17,3.02E+12,소멸,농산물포장상자,['G15'],M01,"['G15', 'G150T']",,,['이병호'],,,,,1993-01-09,,,1992-12-03,3.00E+12
6201,1198600231,['김준규'],,['주식회사 우진'],2006-10-10,3.02E+12,소멸,전동차,['G211'],M01,['G211'],,,['정규만'],,,,,2007-07-04,,,2007-06-27,3.00E+12
6202,1198600231,['특허법인 신우'],,['주식회사 우진'],2013-11-11,3.02E+12,소멸,화상디자인이 표시된 제어계측 표시기,['J140S'],M01,['J140S'],,,['정송혜'],,,,,2014-05-07,,,2014-04-24,3.01E+12
6203,1198600231,['특허법인(유한) 다래'],,['주식회사 우진'],2012-07-31,3.02E+12,소멸,계측장치용 커버,['J190'],M01,['J190'],,,['최승원'],,,,,2013-10-22,,,2013-10-15,3.01E+12
6204,1198600231,['특허법인코리아나'],,['주식회사 우진'],2010-06-14,3.02E+12,소멸,원자력발전소용 디지털 지시계,"['J140', 'H161']",M01,"['J140', 'H161']",,,['김태완'],,,,,2012-01-31,,,2012-01-17,3.01E+12
6205,1198600231,['특허법인 신우'],,['주식회사 우진'],2013-12-30,3.02E+12,소멸,신호전송용 케이블,['H1110'],M01,['H1110'],,,['김성진'],,,,,2015-04-10,,,2015-04-03,3.01E+12
6206,1198600231,['특허법인 신우'],,['주식회사 우진'],2013-11-11,3.02E+12,등록,케이블 커넥터,['H1341'],M01,['H1341'],,,['신현명'],,,,,2014-08-29,,,2014-08-20,3.01E+12
6207,1198600231,['오승건'],,['주식회사 우진'],2014-03-19,3.02E+12,등록,면취용 인서트 홀더,['K1406'],M01,['K1406'],,,['하석진'],,,,,2015-01-16,,,2015-01-12,3.01E+12
6208,1198600231,['특허법인(유한) 다래'],,['주식회사 우진'],2012-11-02,3.02E+12,등록,디지털 지시계용 표시기,['J192'],M01,['J192'],,,['김태완'],,,,,2014-04-02,,,2014-03-20,3.01E+12
6209,1198600231,['김기령'],,['주식회사 우진'],2004-09-01,3.02E+12,소멸,LCD 표시기,['H4330'],M01,['H4330'],,,"['이은규', '김형철']",,,,,2005-07-26,,,2005-07-18,3.00E+12
6210,1198600231,['김기령'],,['주식회사 우진'],2006-10-27,3.02E+12,소멸,전동차,['G211'],M01,['G211'],,,['정규만'],,,,,2007-11-16,,,2007-11-06,3.00E+12
6211,1198600231,['김준규'],,['주식회사 우진'],2004-04-01,3.02E+12,소멸,주간제어기 데드맨 스위치용 보호커버,['H1590'],M01,['H1590'],,,['정규만'],,,,,2005-01-21,,,2005-01-07,3.00E+12
6212,1198600231,['이영규'],,['주식회사 우진'],1996-10-30,3.02E+12,소멸,용선시료채취기의안내구,['K679'],M01,"['K679', 'K679T']",,,"['이만업', '안승철']",,,1996-03-18,,1997-12-24,,,1997-10-29,3.00E+12
