PublicationAgency,MergedText
(주)태성산업,사출공정 개선사업 대한민국 1425105031.0 사출공정 개선사업 이기도1070200792 EQU 환경친화적인 다목적 페인트 킬링제의 개발 1425080990.0 2.01e+19 NFEC-2014-06-189596 2014.0 2013.0 P48 중소기업청 S4210 기업부설연구소 설치지원 사업 ZA63726 50116.0 기타 환경기반기술 30400.0 환경친화적인 소재·제품 및 공정기술 NC9999 달리 분류되지 않는 화학 nan nan nan nan
(주)태성산업,자동차용 친환경성 금속 페인트 제거제 개발 대한민국 1415110641.0 자동차용 친환경성 금속 페인트 제거제 개발 권순탁1070200792 EQU 환경친화적인 다목적 페인트 킬링제의 개발 1425080990.0 2.01e+19 NFEC-2014-06-189596 2014.0 2013.0 P48 중소기업청 S4210 기업부설연구소 설치지원 사업 ZA63726 50116.0 기타 환경기반기술 30400.0 환경친화적인 소재·제품 및 공정기술 NC9999 달리 분류되지 않는 화학 nan nan nan nan
(주)에이앤아이,디스플레이용 면측정 고속 3CCD형 휘도색도계 개발 대한민국 1425094844.0 디스플레이용 면측정 고속 3CCD형 휘도색도계 개발 김규석6318100095 EQU 분광기를 내재한 디스플레이 측정용 면계측기 개발 1425135212.0 2.02e+19 NFEC-2020-03-261223 2020.0 2019.0 P73 중소벤처기업부 S2011 기술혁신개발사업 ZC84570 10113.0 차세대디스플레이기술 110202.0 대면적·초고속·초정밀 디스플레이 소재·공정 및 장비 기술 ED0708 광 계측기 nan nan nan nan
(주)에스엔텍,대면적 소자/패턴 박리 공정 및 모듈화 기술 개발 대한민국 1415129870.0 대면적 소자/패턴 박리 공정 및 모듈화 기술 개발 안경준2642007244 EQU 실시간 반도체 공정 상태 진단을 위한 웨이퍼형 공정진단 센서 시스템 개발 1415151780.0 2.02e+19 NFEC-2018-09-245866 2017.0 2017.0 P21 산업통상자원부 U10775 소재부품기술개발 ZA41450 10112.0 집적회로기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 SI9999 달리 분류되지 않는 미디어/커뮤니케이션/문헌정보 nan nan nan nan
(주)에스엔텍,태양전지의 TCO 증착용 대면적 원통형 대향타겟 스퍼터링 기술 개발 대한민국 1425072740.0 태양전지의 TCO 증착용 대면적 원통형 대향타겟 스퍼터링 기술 개발 최상대2642007244 EQU 실시간 반도체 공정 상태 진단을 위한 웨이퍼형 공정진단 센서 시스템 개발 1415151780.0 2.02e+19 NFEC-2018-09-245866 2017.0 2017.0 P21 산업통상자원부 U10775 소재부품기술개발 ZA41450 10112.0 집적회로기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 SI9999 달리 분류되지 않는 미디어/커뮤니케이션/문헌정보 nan nan nan nan
(주)에스엔텍,Thin Film Solar Cell제작용 Sputter Source 및 공정개발 대한민국 1425063833.0 Thin Film Solar Cell제작용 Sputter Source 및 공정개발 안경준2642007244 EQU 실시간 반도체 공정 상태 진단을 위한 웨이퍼형 공정진단 센서 시스템 개발 1415151780.0 2.02e+19 NFEC-2018-09-245866 2017.0 2017.0 P21 산업통상자원부 U10775 소재부품기술개발 ZA41450 10112.0 집적회로기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 SI9999 달리 분류되지 않는 미디어/커뮤니케이션/문헌정보 nan nan nan nan
(주)에스엔텍,하이브리드 태양광반도체 장비기술개발 대한민국 1415124481.0 하이브리드 태양광반도체 장비기술 개발 명재민2642007244 EQU 실시간 반도체 공정 상태 진단을 위한 웨이퍼형 공정진단 센서 시스템 개발 1415151780.0 2.02e+19 NFEC-2018-09-245866 2017.0 2017.0 P21 산업통상자원부 U10775 소재부품기술개발 ZA41450 10112.0 집적회로기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 SI9999 달리 분류되지 않는 미디어/커뮤니케이션/문헌정보 nan nan nan nan
(주)비티씨,"천연물 기반 남성갱년기 증상(전립선비대증, 탈모) 개선효과가 있는 기능성 식품 개발 대한민국 1425094624.0 천연물 기반 남성갱년기 증상(전립선비대증, 탈모) 개선 효과가 있는 기능성 식품 개발 김태영1051607933 EQU 천연물 기반 남성갱년기 증상(전립선비대증, 탈모) 개선 효과가 있는 기능성 식품 개발 1425087372.0 2.02e+19 NFEC-2015-06-203174 2014.0 2014.0 P48 중소기업청 S2021 중소기업융복합기술개발사업 ACB3268 20218.0 식품생명공학기술 20302.0 식량자원보존 및식품 가치창출 기술 LB1801 기능성식품 nan nan nan nan"
(주)비티씨,"효소(탄나아제)처리 카테킨을 이용한 근손실 억제 기능성 식품 소재 개발 대한민국 1425114474.0 효소 (탄나아제) 처리 카테킨을 이용한 근 손실 억제 기능성 식품 소재 개발 문주명1051607933 EQU 천연물 기반 남성갱년기 증상(전립선비대증, 탈모) 개선 효과가 있는 기능성 식품 개발 1425087372.0 2.02e+19 NFEC-2015-06-203174 2014.0 2014.0 P48 중소기업청 S2021 중소기업융복합기술개발사업 ACB3268 20218.0 식품생명공학기술 20302.0 식량자원보존 및식품 가치창출 기술 LB1801 기능성식품 nan nan nan nan"
(주)비티씨,"정밀제어 로봇을 이용한 자동차 조향/구동 SHAFT JOINT 베어링의 조립부 내경 측정 시스템 개발 대한민국 1425087883.0 정밀제어 로봇을 이용한 자동차 조향/구동 SHAFT JOINT 베어링의 조립부 내경 측정 시스템 개발 임춘식1051607933 EQU 천연물 기반 남성갱년기 증상(전립선비대증, 탈모) 개선 효과가 있는 기능성 식품 개발 1425087372.0 2.02e+19 NFEC-2015-06-203174 2014.0 2014.0 P48 중소기업청 S2021 중소기업융복합기술개발사업 ACB3268 20218.0 식품생명공학기술 20302.0 식량자원보존 및식품 가치창출 기술 LB1801 기능성식품 nan nan nan nan"
(주)디오,대기 오염 유해가스 흡착용 무기질 단열마감재 개발 대한민국 1425072505.0 대기 오염 유해가스 흡착용 무기질 단열마감재 개발 김태현1058700173 EQU 자동차 유리용 열차단코팅 기술 개발 1425093516.0 2.02e+19 NFEC-2016-04-209373 2015.0 2015.0 P48 중소기업청 S2011 기술혁신개발사업 ZA18849 50211.0 에너지소재 기술 20102.0 태양에너지 기술 EB0307 에너지/환경산업용 소재기술 nan nan nan nan
(주)디오,대기 오염 유해가스 흡착용 무기질 단열마감재 개발 대한민국 1425072505.0 대기 오염 유해가스 흡착용 무기질 단열마감재 개발 김태현1058700173 EQU Big Data를 활용한 Digital Implant Surgery 통합 Solution 개발 1425109284.0 2.02e+19 NFEC-2018-08-245694 2017.0 2017.0 P73 중소벤처기업부 S5110 WC300 R&D ZA18849 20219.0 기타 보건의료 관련 응용기술 40203.0 생체적합재료 개발 기술 LC0502 임플란트 nan nan nan nan
(주)디오,자동차 유리용 열차단코팅 기술 개발 대한민국 1425085695.0 자동차 유리용 열차단코팅 기술 개발 김태현1058700173 EQU 자동차 유리용 열차단코팅 기술 개발 1425093516.0 2.02e+19 NFEC-2016-04-209373 2015.0 2015.0 P48 중소기업청 S2011 기술혁신개발사업 ZA18849 50211.0 에너지소재 기술 20102.0 태양에너지 기술 EB0307 에너지/환경산업용 소재기술 nan nan nan nan
(주)디오,자동차 유리용 열차단코팅 기술 개발 대한민국 1425085695.0 자동차 유리용 열차단코팅 기술 개발 김태현1058700173 EQU Big Data를 활용한 Digital Implant Surgery 통합 Solution 개발 1425109284.0 2.02e+19 NFEC-2018-08-245694 2017.0 2017.0 P73 중소벤처기업부 S5110 WC300 R&D ZA18849 20219.0 기타 보건의료 관련 응용기술 40203.0 생체적합재료 개발 기술 LC0502 임플란트 nan nan nan nan
(주)디오,IR/UV흡수용 무기나노 신소재 개발 및 유리코팅 실증사업 대한민국 1415120449.0 (세부2) IR/UV흡수용 무기나노 신소재 개발 및 유리코팅 실증사업 김태현1058700173 EQU 자동차 유리용 열차단코팅 기술 개발 1425093516.0 2.02e+19 NFEC-2016-04-209373 2015.0 2015.0 P48 중소기업청 S2011 기술혁신개발사업 ZA18849 50211.0 에너지소재 기술 20102.0 태양에너지 기술 EB0307 에너지/환경산업용 소재기술 nan nan nan nan
(주)디오,IR/UV흡수용 무기나노 신소재 개발 및 유리코팅 실증사업 대한민국 1415120449.0 (세부2) IR/UV흡수용 무기나노 신소재 개발 및 유리코팅 실증사업 김태현1058700173 EQU Big Data를 활용한 Digital Implant Surgery 통합 Solution 개발 1425109284.0 2.02e+19 NFEC-2018-08-245694 2017.0 2017.0 P73 중소벤처기업부 S5110 WC300 R&D ZA18849 20219.0 기타 보건의료 관련 응용기술 40203.0 생체적합재료 개발 기술 LC0502 임플란트 nan nan nan nan
(주)디오,자동차 유리용 열차단코팅 기술 개발 대한민국 1425093516.0 자동차 유리용 열차단코팅 기술 개발 김태현1058700173 EQU 자동차 유리용 열차단코팅 기술 개발 1425093516.0 2.02e+19 NFEC-2016-04-209373 2015.0 2015.0 P48 중소기업청 S2011 기술혁신개발사업 ZA18849 50211.0 에너지소재 기술 20102.0 태양에너지 기술 EB0307 에너지/환경산업용 소재기술 nan nan nan nan
(주)디오,자동차 유리용 열차단코팅 기술 개발 대한민국 1425093516.0 자동차 유리용 열차단코팅 기술 개발 김태현1058700173 EQU Big Data를 활용한 Digital Implant Surgery 통합 Solution 개발 1425109284.0 2.02e+19 NFEC-2018-08-245694 2017.0 2017.0 P73 중소벤처기업부 S5110 WC300 R&D ZA18849 20219.0 기타 보건의료 관련 응용기술 40203.0 생체적합재료 개발 기술 LC0502 임플란트 nan nan nan nan
에스티에스(주),5톤 트럭용 SAE2 Mounting Type Engine P.T.O.(Power Take Off) 국산화 개발 대한민국 1415161541.0 5톤 트럭용 SAE2 Mounting Type Engine P.T.O.(Power Take Off) 국산화 개발 박효석1200203495 EQU LED TV 부품인 POLAR LENS 공급용 FEEDER 개발 1425086044.0 2.01e+19 NFEC-2014-04-186796 2014.0 2013.0 P48 중소기업청 S2031 구매조건부신제품개발사업 ZB95085 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 EA0503 로봇 비전/생산자동화기술 nan nan nan nan
에스티에스(주),LED TV 부품인 POLAR LENS 공급용 FEEDER 개발 대한민국 1425086044.0 LED TV 부품인 POLAR LENS 공급용 FEEDER 개발 유일상1200203495 EQU LED TV 부품인 POLAR LENS 공급용 FEEDER 개발 1425086044.0 2.01e+19 NFEC-2014-04-186796 2014.0 2013.0 P48 중소기업청 S2031 구매조건부신제품개발사업 ZB95085 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 EA0503 로봇 비전/생산자동화기술 nan nan nan nan
에스티에스(주),표면부품 실장기(칩마운터)의 공급장치인 전동식 Tape Feeder 개발 대한민국 1425061820.0 표면부품실장기(칩마운터)의 공급장치인 전동식 Tape Feeder개발 윤종철1200203495 EQU LED TV 부품인 POLAR LENS 공급용 FEEDER 개발 1425086044.0 2.01e+19 NFEC-2014-04-186796 2014.0 2013.0 P48 중소기업청 S2031 구매조건부신제품개발사업 ZB95085 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 EA0503 로봇 비전/생산자동화기술 nan nan nan nan
엠텍,자동차 디젤연료 필터용 PTC Heater 조립공정 자동화 대한민국 1425114494.0 자동차 디젤연료필터용 ptc heater조립공정 자동화 강영삼1050401769 EQU 디젤연료필터용 WATER LEVEL SENSOR 기술개발 1425079200.0 2.01e+19 NFEC-2014-02-186015 2013.0 2013.0 P48 중소기업청 S2051 창업성장-기술개발사업 ZB97841 50315.0 기타 청정생산기술 30400.0 환경친화적인 소재·제품 및 공정기술 EH1199 달리 분류되지 않는 친환경 소재/제품 nan nan nan nan
엠텍,범용 압축 가스 진공주입기 국산화 개발 대한민국 1415117802.0 범용 압축 가스  진공주입기 국산화 개발 전영호1050401769 EQU 디젤연료필터용 WATER LEVEL SENSOR 기술개발 1425079200.0 2.01e+19 NFEC-2014-02-186015 2013.0 2013.0 P48 중소기업청 S2051 창업성장-기술개발사업 ZB97841 50315.0 기타 청정생산기술 30400.0 환경친화적인 소재·제품 및 공정기술 EH1199 달리 분류되지 않는 친환경 소재/제품 nan nan nan nan
엠텍,커먼레일용 바 히터 통합형 센서 기술개발 대한민국 1425097196.0 커먼레일용 바 히터 통합형 센서 기술개발 강영삼1050401769 EQU 디젤연료필터용 WATER LEVEL SENSOR 기술개발 1425079200.0 2.01e+19 NFEC-2014-02-186015 2013.0 2013.0 P48 중소기업청 S2051 창업성장-기술개발사업 ZB97841 50315.0 기타 청정생산기술 30400.0 환경친화적인 소재·제품 및 공정기술 EH1199 달리 분류되지 않는 친환경 소재/제품 nan nan nan nan
엠텍,자동차 디젤연료 필터용 PTC Heater 조립공정 자동화 대한민국 1425126059.0 자동차 디젤연료필터용 ptc heater조립공정 자동화 강영삼1050401769 EQU 디젤연료필터용 WATER LEVEL SENSOR 기술개발 1425079200.0 2.01e+19 NFEC-2014-02-186015 2013.0 2013.0 P48 중소기업청 S2051 창업성장-기술개발사업 ZB97841 50315.0 기타 청정생산기술 30400.0 환경친화적인 소재·제품 및 공정기술 EH1199 달리 분류되지 않는 친환경 소재/제품 nan nan nan nan
미래산업(주),퇴수로 인한 고장이 없는 보온재가 내장된 부동급수전의 개발 대한민국 1425112149.0 퇴수로 인한 고장이 없는 보온재가 내장된 부동급수전의 개발 서정일1051000288 EQU 고속 모듈라 마운터 시스템 개발 1415117419.0 2.01e+19 NFEC-2012-03-160649 2011.0 2011.0 N38 지식경제부 W00182 우수제조기술연구센터(ATC) ZB42820 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 41200.0 지능형 생산시스템 기술 H05 로봇/자동화기계 nan nan nan nan
미래산업(주),LED 칩 및 패키지 고속 측정 및 분류 장치 개발 대한민국 1415117513.0 LED 칩 및 패키지 고속 측정 및 분류 장치 개발 경현태1051000288 EQU 고속 모듈라 마운터 시스템 개발 1415117419.0 2.01e+19 NFEC-2012-03-160649 2011.0 2011.0 N38 지식경제부 W00182 우수제조기술연구센터(ATC) ZB42820 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 41200.0 지능형 생산시스템 기술 H05 로봇/자동화기계 nan nan nan nan
미래산업(주),높이조절이 가능한 우수집수용 빗물받이 제품의 개발 대한민국 1425091092.0 높이조절이 가능한 우수집수용 빗물받이 제품의 개발 서정일1051000288 EQU 고속 모듈라 마운터 시스템 개발 1415117419.0 2.01e+19 NFEC-2012-03-160649 2011.0 2011.0 N38 지식경제부 W00182 우수제조기술연구센터(ATC) ZB42820 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 41200.0 지능형 생산시스템 기술 H05 로봇/자동화기계 nan nan nan nan
미래산업(주),고속 모듈라 마운터 시스템 개발 대한민국 1415129360.0 고속 모듈라 마운터 시스템 개발 경현태1051000288 EQU 고속 모듈라 마운터 시스템 개발 1415117419.0 2.01e+19 NFEC-2012-03-160649 2011.0 2011.0 N38 지식경제부 W00182 우수제조기술연구센터(ATC) ZB42820 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 41200.0 지능형 생산시스템 기술 H05 로봇/자동화기계 nan nan nan nan
미래산업(주),수도미터기의 파손과 동파방지를 위한 잠금장치가 내장된 수도미터기보호통 커버의 개발 대한민국 1425120704.0 수도미터기의 파손과 동파방지를 위한 잠금장치가 내장된 수도미터기보호통 커버의 개발 서정일1051000288 EQU 고속 모듈라 마운터 시스템 개발 1415117419.0 2.01e+19 NFEC-2012-03-160649 2011.0 2011.0 N38 지식경제부 W00182 우수제조기술연구센터(ATC) ZB42820 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 41200.0 지능형 생산시스템 기술 H05 로봇/자동화기계 nan nan nan nan
미래산업(주),무선방식 음성인식 제어기기 대한민국 1425080410.0 무선방식 음성인식 제어기기 정통길1051000288 EQU 고속 모듈라 마운터 시스템 개발 1415117419.0 2.01e+19 NFEC-2012-03-160649 2011.0 2011.0 N38 지식경제부 W00182 우수제조기술연구센터(ATC) ZB42820 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 41200.0 지능형 생산시스템 기술 H05 로봇/자동화기계 nan nan nan nan
아이씨티,"전자부품 실장용 캐리어 테이프를 검사하기 위한 비젼 시스템 개발 대한민국 1425080588.0 전자부품 실장용 캐리어 테이프를 검사하기 위한 비젼 시스템 개발 이원호1108605869 EQU 롤투롤 코팅법을 이용한 투습 방지막 및 투명 전도성 박막 제조 기술 개발 1425097004.0 2.02e+19 NFEC-2016-09-211975 2015.0 2015.0 P48 중소기업청 S2047 융복합기술개발사업 이전기술과제 ACG8426 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10503.0 초정밀 디스플레이 공정 및 장비 기술 EB0603 박막제조기술 nan nan nan nan"
아이씨티,"롤투롤 코팅법을 이용한 투습 방지막 및 투명 전도성 박막 제조 기술 개발 대한민국 1425097004.0 롤투롤 코팅법을 이용한 투습 방지막 및 투명 전도성 박막 제조 기술 개발 이철용1108605869 EQU 롤투롤 코팅법을 이용한 투습 방지막 및 투명 전도성 박막 제조 기술 개발 1425097004.0 2.02e+19 NFEC-2016-09-211975 2015.0 2015.0 P48 중소기업청 S2047 융복합기술개발사업 이전기술과제 ACG8426 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10503.0 초정밀 디스플레이 공정 및 장비 기술 EB0603 박막제조기술 nan nan nan nan"
아이씨티,"퍼스널 모빌리티를 위한 배터리 관리 시스템 기능이 포함된 고효율 보조 배터리 개발 대한민국 1415153476.0 퍼스널 모빌리티를 위한 배터리 관리 시스템 기능이 포함된 고효율 보조 배터리 개발 소병남1108605869 EQU 롤투롤 코팅법을 이용한 투습 방지막 및 투명 전도성 박막 제조 기술 개발 1425097004.0 2.02e+19 NFEC-2016-09-211975 2015.0 2015.0 P48 중소기업청 S2047 융복합기술개발사업 이전기술과제 ACG8426 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 10503.0 초정밀 디스플레이 공정 및 장비 기술 EB0603 박막제조기술 nan nan nan nan"
(주)프리텍,"1,700bar 고압에서의 내구성을 확보한 240kW급 고효율 Oil-less 디젤 연료분사펌프 개발 대한민국 1425126657.0 1700bar 고압에서의 내구성을 확보한 240kw급 고효율 Oil-less 디젤 연료분사펌프 개발 정승혁3168108913 EQU 중속엔진용 Fuel Injection Valve 1420020597.0 2.01e+19 NFEC-2009-10-075364 2007.0 2006.0 30 중소기업청 4.70E+15 중소기업상용화기술지원 ZA67475 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 12500.0 홈 네트워크 기술 nan nan nan nan nan nan"
(주)프리텍,선박용 2-Stroke S60MC-C Pump Barrel 개발 대한민국 1415082307.0 선박용 2-Stroke S60MC-C Pump Barrel 개발 이종구3168108913 EQU 중속엔진용 Fuel Injection Valve 1420020597.0 2.01e+19 NFEC-2009-10-075364 2007.0 2006.0 30 중소기업청 4.70E+15 중소기업상용화기술지원 ZA67475 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 12500.0 홈 네트워크 기술 nan nan nan nan nan nan
(주)세원,경량화 및 친환경 오일필터 모듈 제품 개발 대한민국 1425043936.0 경량화 및 친환경 오일필터 모듈 제품 개발 서창석1188800471 EQU 저공해용 플라스틱 오일모듈 개발 1425055431.0 2.01e+19 NFEC-2011-02-144764 2009.0 2009.0 N30 중소기업청 S2011 중소기업기술개발사업 ZA32778 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I03 고분자재료 nan nan nan nan
(주)세원,우레아 해동기술을 적용한 연료필터 히팅시스템 개발 및 국산화 대한민국 1425124378.0 우레아 해동기술을 적용한 연료필터 히팅시스템 개발 및 국산화 박문걸1188800471 EQU 저공해용 플라스틱 오일모듈 개발 1425055431.0 2.01e+19 NFEC-2011-02-144764 2009.0 2009.0 N30 중소기업청 S2011 중소기업기술개발사업 ZA32778 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I03 고분자재료 nan nan nan nan
(주)세원,염료감응 태양전지용 나노소재 및 전해질 상용화 기술개발 대한민국 1425067199.0 염료감응 태양전지용 나노소재 및 전해질 상용화 기술개발 서창석1188800471 EQU 저공해용 플라스틱 오일모듈 개발 1425055431.0 2.01e+19 NFEC-2011-02-144764 2009.0 2009.0 N30 중소기업청 S2011 중소기업기술개발사업 ZA32778 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I03 고분자재료 nan nan nan nan
(주)세원,Euro6 배출가스규제 대응 오일압력손실 최소화 오일필터모듈개발 대한민국 1415150640.0 Euro6 배출가스규제 대응 오일압력손실 최소화 오일필터모듈개발 서창석1188800471 EQU 저공해용 플라스틱 오일모듈 개발 1425055431.0 2.01e+19 NFEC-2011-02-144764 2009.0 2009.0 N30 중소기업청 S2011 중소기업기술개발사업 ZA32778 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I03 고분자재료 nan nan nan nan
(주)세원,우레아 해동기술을 적용한 연료필터 히팅시스템 개발 및 국산화 대한민국 1425112714.0 우레아 해동기술을 적용한 연료필터 히팅시스템 개발 및 국산화 박문걸1188800471 EQU 저공해용 플라스틱 오일모듈 개발 1425055431.0 2.01e+19 NFEC-2011-02-144764 2009.0 2009.0 N30 중소기업청 S2011 중소기업기술개발사업 ZA32778 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I03 고분자재료 nan nan nan nan
(주)미소테크,"기술가치 분석·평가모델 시스템 개발 대한민국 1425082846.0 기술가치 분석,평가모델 시스템 개발 이영근2048601753 EQU 기술가치 분석,평가모델 시스템 개발 1425082846.0 2.02e+19 NFEC-2015-03-200444 2014.0 2013.0 P48 중소기업청 S2051 창업성장-기술개발사업 ACB9949 10315.0 정보검색 및 DB기술 11500.0 정보검색 및 DBMS기술 EE0203 System Integration nan nan nan nan"
(주)세종이엔씨,토양 중 석면 처리기술 개발 대한민국 1425083206.0 토양 중 석면 처리기술 개발 민경남1223503883 EQU 충격력을 최소화한 분급 및 원료 물성에 따른 실시간 공정최적화를 통한 베트남 미연탄소 고함량 플라이애시 스마트 정제 팩토리 기술 개발 1425129655.0 2.02e+19 NFEC-2020-04-262547 2019.0 2019.0 P73 중소벤처기업부 S2011 기술혁신개발사업 AAP6689 50114.0 폐기물 처리 및 활용기술 90502.0 ICT기반 자원 개발·처리 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan
(주)세종이엔씨,충격력을 최소화한 분급 및 원료 물성에 따른 실시간 공정최적화를 통한 베트남 미연탄소 고함량 플라이애시 스마트 정제 팩토리 기술 개발 대한민국 1425129655.0 충격력을 최소화한 분급 및 원료 물성에 따른 실시간 공정최적화를 통한 베트남 미연탄소 고함량 플라이애시 스마트 정제 팩토리 기술 개발 민경남1223503883 EQU 충격력을 최소화한 분급 및 원료 물성에 따른 실시간 공정최적화를 통한 베트남 미연탄소 고함량 플라이애시 스마트 정제 팩토리 기술 개발 1425129655.0 2.02e+19 NFEC-2020-04-262547 2019.0 2019.0 P73 중소벤처기업부 S2011 기술혁신개발사업 AAP6689 50114.0 폐기물 처리 및 활용기술 90502.0 ICT기반 자원 개발·처리 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan
(주)세종이엔씨,암반에서 확장 가능한 굴착비트와 확공기술 개발 대한민국 1425076244.0 암반에서 확장 가능한 굴착비트와 확공기술 개발 민경남1223503883 EQU 충격력을 최소화한 분급 및 원료 물성에 따른 실시간 공정최적화를 통한 베트남 미연탄소 고함량 플라이애시 스마트 정제 팩토리 기술 개발 1425129655.0 2.02e+19 NFEC-2020-04-262547 2019.0 2019.0 P73 중소벤처기업부 S2011 기술혁신개발사업 AAP6689 50114.0 폐기물 처리 및 활용기술 90502.0 ICT기반 자원 개발·처리 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan
헵시바(주),고효율 양력형 수직축 풍력발전기 개발 (6kW) 대한민국 1415113706.0 고효율 양력형 수직축 풍력발전기 개발 (6kW) 남효우2143107068 EQU 3 레벨 인버터의 스위치 고장검출 방법을 적용한 50kW 태양광발전시스템 1425089587.0 2.02e+19 NFEC-2015-08-204292 2014.0 2014.0 P48 중소기업청 S2047 융복합기술개발사업 이전기술과제 ABQ2386 50218.0 기타 에너지기술 20102.0 태양에너지 기술 EF0601 태양광 nan nan nan nan
(주)이노룰스,지능형 규칙기반 통합 금융 상품 관리 시스템 대한민국 1711026409.0 지능형 규칙기반 통합금융상품 관리시스템 개발 심현섭2158603920 EQU 지능형 규칙기반 통합금융상품 관리시스템 개발 1711026409.0 2.02e+19 NFEC-2016-10-212522 2015.0 2015.0 P12 미래창조과학부 D100D190D191 SW컴퓨팅산업원천기술개발 ABW0335 10411.0 기타 정보기술 10201.0 차세대 유무선 통신네트워크 기술(5G) EE99 기타 정보/통신 nan nan nan nan
(주)이노룰스,"100배 빠른 TPS, Global No.1 BRMS 개발 대한민국 1711045086.0 100배 빠른 TPS, Global No.1 BRMS 개발 박종배2158603920 EQU 지능형 규칙기반 통합금융상품 관리시스템 개발 1711026409.0 2.02e+19 NFEC-2016-10-212522 2015.0 2015.0 P12 미래창조과학부 D100D190D191 SW컴퓨팅산업원천기술개발 ABW0335 10411.0 기타 정보기술 10201.0 차세대 유무선 통신네트워크 기술(5G) EE99 기타 정보/통신 nan nan nan nan"
(주)마크애니,클라우드 기반의 OTT 서비스의 저작권 보호를 위한 실시간 포렌식마크 융합형 Trackable DRM 시스템 개발 대한민국 1415145937.0 클라우드 기반의 OTT 서비스의 저작권 보호를 위한 실시간 포렌식마크 융합형 Trackable DRM 시스템 개발 이병훈1018100111 EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan
(주)마크애니,초고화질 및 화질열화 동영상 콘텐츠에 대한 CFC(Continuous Feature Code) 기반 실시간 보호-필터링 및 검색 SW 플랫폼 기술 개발 대한민국 1425111961.0 초고화질 및 화질열화 동영상 콘텐츠에 대한 CFC(Continuous Feature Code) 기반 실시간 보호-필터링 및 검색 SW 플랫폼 기술 개발 신동환1018100111 EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan
