,BusinessNum,ResearchPublicNo,PublicationAgency,ResultTitleKR,Contents,PublicationCountry,ProjectNumber,ProjectTitle,ManagerName
6127,1048100052,TRKO201100002975,(주)대우건설,전기저항가열법을 이용한 휘발 및 준휘발성 유기화합물 오염토양 복원기술 실용화,표지 ...1제출문 ...2보고서 초록 ...3요약문 ...4SUMMARY ...7CONTENTS ...10목차 ...12제1장 연구개발과제의 개요 ...24 제1절 연구개발의 필요성 및 목적 ...26 제2절 연구개발의 범위 및 내용 ...29  1. 1차년도 연구내용 및 범위 ...30   가. 온도에 따른 오염물의 제거 기작 도출 ...31   나. ...,대한민국,1480000214,전기저항가열법을 이용한 휘발 및 준휘발성 유기화합물 오염토양 복원기술 실용화,박기호
6128,1048100052,TRKO200700009827,(주)대우건설,흡착/촉매공정을 이용한 배출가스 질소산화물 및 다이옥신류 동시처리 공정개발,표지...2제출문...4보고서 초록...5요약문...6SUMMARY...14CONTENTS...18목차...20제1장 서론...30 제1절 연구개발 목적...32 제2절 연구개발 필요성...33 제3절 연구개발 범위 및 내용...35  1. 최종 목표...35제2장 국내외 기술개발 현황...40 제1절 국외의 관련기술...42  1. 국외의 탈질기술 현황....,대한민국,1480002539,흡착/촉매공정을 이용한 배출가스 질소산화물 및 다이옥신류 동시처리 공정개발,김병환
6129,1048100052,TRKO202200004635,대우건설,수질변화 대응 고효율 정수 약품 개발,표지... 1제출문... 2요약서... 3요약문... 4목차... 5그림목차... 8표목차... 141. 연구개발과제의 개요... 16 1-1. 연구개발 목적... 16  가. 주관 연구 기관... 16  나. 위탁 연구 기관... 16 1-2. 연구개발의 필요성... 17  가. 주관 연구 기관... 17  나. 위탁 연구 기관... 18 1-3. 연구개...,대한민국,1485017805,수질 변화 대응 고효율 정수 약품 개발,김재익
6130,1048100052,TRKO201400028979,(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술,표지 ... 1제출문 ... 2단계보고서 초록 ... 3요약문 ... 4SUMMARY ... 7CONTENTS ... 11목차 ... 12표 차례 ... 13그림 차례 ... 15제 1 장 서론 ... 23 제 1 절 개발기술의 중요성 및 필요성 ... 23 제 2 절 국내ㆍ외 관련 기술의 현황 ... 29 제 3 절 기술개발 시 예상되는 기술적ㆍ경제적 파...,대한민국,1415104261,(세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술,오보환
6131,1048100052,TRKO200700009827,(주)대우건설,흡착/촉매공정을 이용한 배출가스 질소산화물 및 다이옥신류 동시처리 공정개발,표지...2제출문...4보고서 초록...5요약문...6SUMMARY...14CONTENTS...18목차...20제1장 서론...30 제1절 연구개발 목적...32 제2절 연구개발 필요성...33 제3절 연구개발 범위 및 내용...35  1. 최종 목표...35제2장 국내외 기술개발 현황...40 제1절 국외의 관련기술...42  1. 국외의 탈질기술 현황....,대한민국,1480002539,흡착/촉매공정을 이용한 배출가스 질소산화물 및 다이옥신류 동시처리 공정개발,김병환
6132,1048100052,TRKO201300024141,대우건설,에너지환경 대응형 복합 외피․창호/공조 시스템 기술개발,표지... 1제출문... 4단계보고서 초록... 5요약문... 6SUMMARY... 9CONTENTS... 13목차... 14표 차례... 15그림 차례... 17제 1 장 서론... 25 제 1 절 개발기술의 중요성 및 필요성... 25 제 2 절 국내·외 관련 기술의 현황... 31 제 3 절 기술개발 시 예상되는 기술적·경제적 파급 효과... 55제 ...,대한민국,1415104261,(세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술,오보환
6133,1048100052,TRKO201000000465,대우건설,고농도 유기성 바이오매스의 선택적 고율 이상혐기성 공정을 이용한 바이오가스 발전,표지... 1제 1 장 서론... 17 제 1 절 개발기술의 중요성 및 필요성  ... 17  1. 연구 개발 배경  ... 17   가. 에너지-환경 안보시대의 도래  ... 17   나. 유기성 폐기물의 처리현황  ... 17   다. 유기성 폐기물의 혐기성 소화에 의한 신재생에너지 생산  ... 18  2. 연구 개발의 필요성  ... 19   가. ...,대한민국,1415092413,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전,홍승모
6134,1048100052,TRKO201200001847,(주)대우건설,건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발,표지... 1제출문... 2보고서 초록... 3목차... 6표목차... 12그림 목차... 14제1장 서론... 20 제1절 연구개발의 중요성 및 필요성... 20  1. 연구의 필요성... 20  2. 건설공사장 소음에 대한 설문조사... 22   가. 설문조사 개요... 22   나. 설문조사 방법 및 내용... 22   다. 설문조사 결과... 22 ...,대한민국,1485008355,건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발,임정빈
6135,1048100052,TRKO201300023882,(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발,표지... 1목 차... 2기술개발사업 보고서 초록... 5연구개발사업 주요 연구성과... 10제 1 장 서론... 15 제 1 절 개발기술의 중요성 및 필요성... 15  1. 연구 개발 배경... 15   가. 에너지-환경 안보시대의 도래... 15   나. 유기성 폐기물의 처리현황... 15   다. 유기성 폐기물의 혐기성 소화에 의한 신재생에너지 생...,대한민국,1415092413,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전,홍승모
6136,1048100052,TRKO201000000465,대우건설,고농도 유기성 바이오매스의 선택적 고율 이상혐기성 공정을 이용한 바이오가스 발전,표지... 1제 1 장 서론... 17 제 1 절 개발기술의 중요성 및 필요성  ... 17  1. 연구 개발 배경  ... 17   가. 에너지-환경 안보시대의 도래  ... 17   나. 유기성 폐기물의 처리현황  ... 17   다. 유기성 폐기물의 혐기성 소화에 의한 신재생에너지 생산  ... 18  2. 연구 개발의 필요성  ... 19   가. ...,대한민국,1415092413,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전,홍승모
6137,1048100052,TRKO200700007425,(주)대우건설,Bio magnetite를 이용한 고도하수처리,표지...1제출문...2요약문...3SUMMARY...8CONTENTS...11목차...13제 1 장 서론...15 제 1 절 연구개발의 필요성...15  1. 하수 고도처리의 필요성...15  2. 국내 고도하수처리 현황...19  3. 주요 고도하수처리공정과 운전시 문제점...21  4. 새로운 고도하수처리 기술개발의 필요성...23  5. 국내 하수 ...,대한민국,1480001273,Bio magnetite를 이용한 고도하수처리,이의신
6138,1048100052,TRKO201100002883,(주)대우건설,슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발,표지 ...1제출문 ...2요약문 ...4SUMMARY ...10Contents ...16목차 ...20List of Tables ...24List of Figures ...30제1장 서론 ...38 제1절 연구 개발의 필요성 ...40 제2절 연구 개발의 목적 및 범위 ...49   1. 연구 개발의 목적 및 범위 ...49  2. 연구 개발 추진 체계 ...,대한민국,1480002317,슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발,이의신
6139,1048100052,TRKO202200004662,대우건설,유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발,,대한민국,1485017564,유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발,오희경
6140,1048100052,TRKO200700007425,(주)대우건설,Bio magnetite를 이용한 고도하수처리,표지...1제출문...2요약문...3SUMMARY...8CONTENTS...11목차...13제 1 장 서론...15 제 1 절 연구개발의 필요성...15  1. 하수 고도처리의 필요성...15  2. 국내 고도하수처리 현황...19  3. 주요 고도하수처리공정과 운전시 문제점...21  4. 새로운 고도하수처리 기술개발의 필요성...23  5. 국내 하수 ...,대한민국,1480001273,Bio magnetite를 이용한 고도하수처리,이의신
6141,1048100052,TRKO200700002607,(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구,표지 ...1제출문 ...2에너지.자원기술개발사업 최종보고서 초록 ...3요약문 ...4목차 ...6제 1 장 서론...8    제 1 절 연구배경 및 현황...8    제 2 절 연구목표...13   제 3 절 기대효과...14   제 4 절 바이오가스...17   제 5 절 시설운영의 경제성 평가...30  제 2 장 재료 및 방법...34   제 1 ...,대한민국,1410057345,이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구,홍승모
6142,1048100052,TRKO201100003133,(주)대우건설,고온공기 주입/추출에 의한 유류오염 토양 및 지하수의 통합형 복원기술 실용화 연구,표지 ...3제출문 ...4요약문 ...5SUMMARY ...9CONTENTS ...14목차 ...16표 차례 ...25그림 차례 ...28제1장 서론 ...40 제1절 연구개발 목적 및 필요성 ...40 제2절 연구개발 범위 및 내용 ...42제2장 국내외 기술개발 현황 ...46 제1절 관련기술의 현황 ...46 제2절 국외의 관련기술 ...49 제3절...,대한민국,1480002853,고온공기 주입/추출에 의한 유류오염 토양 및 지하수의 통합형 복원기술 실용화 연구,박기호
6143,1048100052,TRKO201300024141,대우건설,에너지환경 대응형 복합 외피․창호/공조 시스템 기술개발,표지... 1제출문... 4단계보고서 초록... 5요약문... 6SUMMARY... 9CONTENTS... 13목차... 14표 차례... 15그림 차례... 17제 1 장 서론... 25 제 1 절 개발기술의 중요성 및 필요성... 25 제 2 절 국내·외 관련 기술의 현황... 31 제 3 절 기술개발 시 예상되는 기술적·경제적 파급 효과... 55제 ...,대한민국,1415104261,(세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술,오보환
6144,1048100052,TRKO200700008223,(주)대우건설,하·폐수 고도처리 및 핵심요소기술;마이크로파를 이용한 하수슬러지의 전처리 및 감량화 기술개발,"표지...1제출문...3보고서 초록...4요약문...5SUMMARY...9CONTENTS...13목차...15제 1 장 서론...19 제 1 절 연구개발의 필요성...19  1. 국내환경산업의 시장현황과 하수슬러지 발생, 특성 및 성상...19  2. 하수슬러지의 일반적인 처리 방법...32  3. 국내 하수슬러지 처리의 문제점...39  4. 하수슬러지 ...",대한민국,1480002850,마이크로파를 이용한 하수슬러지의 전처리 및 감량화 기술개발,홍승모
6145,1048100052,TRKO200800006850,(주)대우건설,열분해·용융 시설의 배출가스 및 잔유물 활용기술 개발,표지...1제출문...4보고서 초록...5요약문...8SUMMARY...9CONTENTS...10제목차례...11표차례...14그림차례...21제 1 장 연구개발과제의 개요...28   1-1 절 연구개발의 목적 및 필요성...28   1-2 절 연구개발의 범위...33  제 2 장 국내외 기술개발 현황...34   2-1 절 국내 기술개발 현황...34 ...,대한민국,1485005833,열분해 용융 시설의 배출 가스 및 잔유물 활용 기술 개발(총괄),이협희
6146,1048100052,TRKO200400001344,대우건설,고농도 유기성폐수의 고효율 메탄생산을 위한 이상소화시스템 개발,제 1 장 서론...13   제 1 절 연구배경 및 기술개요...13   제 2 절 연구내용 및 목적...16  제 2 장 문헌연구...18   제 1 절 주정산업과 주정폐수의 특성 및 처리...18   제 2 절 황산염을 함유한 기질의 혐기성 처리...24   제 3 절 혐기성 소화공정...39   제 4 절 고율 단상 및 이상 혐기성 소화의 이론적 배경...,대한민국,1410057941,고농도유기성폐수의고효율메탄생산을위한이상소화시스템개발,김기동
6147,1048100052,TRKO201100003079,(주)대우건설,마이크로파를 이용한 하수슬러지 전처리 및 감량화 공정 실증연구,제출문 ...1보고서 초록 ...3요약문 ...5SUMMARY ...9목차 ...13표목차 ...16그림목차...19제 1 장 서 론 ...25 제1절 연구개발의 필요성 ...25  1. 국내환경산업의 시장현황 ...25  2. 국내 하수슬러지 관리계획 ...26  3. 하수슬러지 감량화 방안 ...36  4. 하수슬러지의 일반적인 처리 방법의 종류 ......,대한민국,1485006192,마이크로파를 이용한 하수슬러지 전처리 및 감량화 공정 실증연구,홍승모
6148,1048100052,TRKO201000000465,대우건설,고농도 유기성 바이오매스의 선택적 고율 이상혐기성 공정을 이용한 바이오가스 발전,표지... 1제 1 장 서론... 17 제 1 절 개발기술의 중요성 및 필요성  ... 17  1. 연구 개발 배경  ... 17   가. 에너지-환경 안보시대의 도래  ... 17   나. 유기성 폐기물의 처리현황  ... 17   다. 유기성 폐기물의 혐기성 소화에 의한 신재생에너지 생산  ... 18  2. 연구 개발의 필요성  ... 19   가. ...,대한민국,1415092413,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전,홍승모
6149,1048100052,TRKO201400010408,대우건설,저에너지 건물 구현을 위한 융복합기술 실증사업,표지... 1제출문... 3기술개발사업 최종보고서 초록... 5... 23목차... 32제 1 장 서론... 33 제 1 절 과제의 개요(개발기술의 중요성 및 필요성)... 33 제 2 절 국내.외 관련 기술의 현황(수행과정에서 수집한 해외 기술정보 포함)... 36 제 3 절 기술개발 시 예상되는 기술적.경제적 파급 효과... 44제 2 장 과제 수행의 ...,대한민국,1415114738,저에너지 건물 구현을 위한 융복합기술 실증사업,오보환
6150,1048100052,TRKO201200001847,(주)대우건설,건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발,표지... 1제출문... 2보고서 초록... 3목차... 6표목차... 12그림 목차... 14제1장 서론... 20 제1절 연구개발의 중요성 및 필요성... 20  1. 연구의 필요성... 20  2. 건설공사장 소음에 대한 설문조사... 22   가. 설문조사 개요... 22   나. 설문조사 방법 및 내용... 22   다. 설문조사 결과... 22 ...,대한민국,1485008355,건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발,임정빈
6151,6178102709,,,,,,,,
6152,1218104314,,,,,,,,
6153,1181308079,TRKO201000016633,(주)휴먼테크,Fast Fourier Transform 이용한 Biometric Encryption 시스템 개발,표지 ...1제출문 ...3요약문 ...4목차 ...5그림목차 ...6표목차 ...8제1장 개요 ...10 제1절 서론 ...10 제2절 연구목적 ...12 제3절 연구의 필요성 ...14  3.1 배경 ...14  3.2 필요성 ...15제2장 생체인식 시스템 현황 ...17 제1절 대규모 생체인식 시스템 ...17  1.1 시스템 개요 ...17  1....,대한민국,1440000166,Fast Fourier Transform 이용한 Biometric Encryption 시스템 개발,임종태
6154,1238603016,TRKO201400004969,(주)이노라인,공동주택 하자/민원처리 관리시스템 App&Web기술 개발,,대한민국,1425072188,공동주택 하자/민원처리 관리시스템 App&Web기술개발,송덕화
6155,1238603016,TRKO201800011282,(주)이노라인,Active X 이슈에 대응 할 수 있는 2채널 2차 보안 인증서비스,비공개항목입니다.,대한민국,1425093754,Active X 이슈에 대응할 수 있는 2채널 2차 보안 인증서비스,강명조
6156,6888707608,,,,,,,,
6157,4028108394,,,,,,,,
6158,1168104366,,,,,,,,
6159,2938702656,,,,,,,,
6160,1078605252,,,,,,,,
6161,2118604779,,,,,,,,
6162,6348603095,,,,,,,,
6163,3128108234,,,,,,,,
6164,1808604632,,,,,,,,
6165,8418703319,,,,,,,,
6166,1058603879,,,,,,,,
6167,2208807598,,,,,,,,
6168,1338109153,,,,,,,,
6169,1371200908,,,,,,,,
6170,1198106079,TRKO202100007046,(주)파인원커뮤니케이션즈,"사물 가상화, 분산 자율지능 및 데이터 연계/분석을 지원하는 IoT 기반 플랫폼 기술 개발",표지... 1제 출 문... 2보고서 요약서... 3요약문... 5목차... 191. 연구개발과제의 개요... 20 1-1. 기술개발의 개요... 20 1-2. 기술개발 대상의 국내외 현황... 22 1-3. 기술개발의 중요성... 312. 연구수행 내용 및 성과... 32 2-1. 개발방법론 및 적용기술... 32 2-2. 개발 목표 및 현황... 40 ...,대한민국,1711055498,"(ICBMS-3세부) 사물 가상화, 분산 자율지능 및 데이타 연계분석을 지원하는 IoT 기반 플랫폼 기술 개발",이진산
6171,1198106079,TRKO201600002676,(주)파인원커뮤니케이션즈,"사물 가상화, 분산 자율지능 및 데이타 연계분석을 지원하는 IoT 기반 플랫폼 기술 개발",표지... 1연차보고서... 2Ⅰ. 해당 연도 추진 현황... 3 Ⅰ-1 기술개발 추진 일정... 3 Ⅰ-2 해당 연도 추진 실적... 4Ⅱ. 기술개발결과... 14 II-1 정성적 실적... 14 II-2 진도실적 세부 내용... 19Ⅲ. 결론 및 차년도 계획... 582 Ⅲ-1. 결론... 582 Ⅲ-2. 차년도 계획... 583 Ⅲ-3. 사업계획서 수...,대한민국,1711026737,"(ICBMS-3세부) 사물 가상화, 분산 자율지능 및 데이타 연계분석을 지원하는 IoT 기반 플랫폼 기술 개발",김영우
6172,2248108185,TRKO200500022575,(주)미래엔지니어링,다채널 파장 다중화기 접속용 광부품개발,표지 ...1제출문 ...3요약문 ...4SUMMARY ...9CONTENTS ...13목차 ...16제1장 서론 ...19 제1절 연구개요 ...19  1.연구개발 목표 ...19  2. 기술개발의 목적 및 중요성 ...19 제2절 연구개발의 범위 ...20  1. 다채널 파장다중화기 접속용 광부품 ...20   가. 개발규격 설정 ...20    (1)...,대한민국,1440000027,다채널 파장 다중화기 접속용 광부품개발,박동원
6173,2248108185,TRKO201900008675,(주)미래엔지니어링,다양한 전도성 액체의 특수 고온용 액위 제어 센서,비공개항목입니다.,대한민국,1425104284,다양한 전도성 액체의 특수 고온용 액위 제어 센서,김태준
6174,2248108185,TRKO202000025752,(주)미래엔지니어링,마이크로버블에 의한 질산화·탈질 단일반응시스템 개발,비공개항목입니다.,대한민국,1425124407,마이크로버블에 의한 질산화·탈질 단일반응시스템 개발,주용현
6175,2248108185,TRKO202000025752,(주)미래엔지니어링,마이크로버블에 의한 질산화·탈질 단일반응시스템 개발,비공개항목입니다.,대한민국,1425124407,마이크로버블에 의한 질산화·탈질 단일반응시스템 개발,주용현
6176,2248108185,TRKO202000026882,(주)미래엔지니어링,초고온 파이프에 탈부착이 용이한 용융 금속(염)용의 판형 리니어 인덕션 전자기 펌프,비공개항목입니다.,대한민국,1425121485,초고온 파이프에 탈부착이 용이한 용융 금속(염)용의 판형 리니어 인덕션 전자기 펌프,김태준
6177,2248108185,TRKO201900010316,(주)미래엔지니어링,마이크로버블에 의한 질산화·탈질 단일반응시스템 개발,비공개항목입니다.,대한민국,1425113166,마이크로버블에 의한 질산화·탈질 단일반응시스템 개발,주용현
6178,2248108185,TRKO201800041683,(주)미래엔지니어링,NaK를 이용한 600℃ 고온 공정 시스템용 정밀 정압 센싱 유니트 제품 개발,비공개항목입니다.,대한민국,1425115668,NaK를 이용한 600℃ 고온 공정 시스템용 정밀 정압 센싱 유니트 제품 개발,김태준
6179,6151901507,TRKO201500015737,(주)가온테크,공기 대 공기 대형 공조형 PET Sheet 판형 열교환기 개발,표지... 1제출문... 2요약서(초록)... 3목차... 4제1장. 개발기술의 개요... 5 제1절. 개발기술 개요... 5 제2절. 관련기술 현황... 6  1. 국내외 관련기술 현황... 6  2. 자사 관련기술 현황... 8제2장 개발목표 및 개발내용... 11 제1절 기술개발 목표... 11 제2절 세부 개발내용 및 방법... 11  1. 금형 설...,대한민국,1425082080,공기 대 공기 대형 공조형 PET Sheet 판형 열교환기 개발,송길섭
6180,6148107605,,,,,,,,
6181,2338102080,,,,,,,,
6182,1218108147,TRKO201700012655,(주)아이엔텍,분리형 레이크와 수로확보형 보조스크린을 적용한 제진기 개발,비공개항목입니다.,대한민국,1425102856,분리형 레이크와 수로확보형 보조스크린을 적용한 제진기 개발,채현배
6183,4328805743,,,,,,,,
6184,2208606980,,,,,,,,
6185,1228600939,TRKO201700016677,소비코프로페셔널,테이블타입 전관방송시스템 전원부(SMPS) 보호회로 및 비상방송 전원공급 개선,비공개항목입니다.,대한민국,1425102868,테이블타입 전관방송시스템 전원부(SMPS) 보호회로 및 비상방송 전원공급 개선,강민구
6186,2118800540,,,,,,,,
6187,1018102566,,,,,,,,
6188,2748707733,,,,,,,,
6189,6168101144,,,,,,,,
6190,6038605838,,,,,,,,
6191,1028202607,,,,,,,,
6192,1218102387,TRKO202000024559,(주)우신산업,알루미늄 모노블럭 브레이크 캘리퍼 고속 및 저원가 주조 및 기계가공 공정개선,비공개항목입니다.,대한민국,1425126644,알루미늄 모노블럭 브레이크 캘리퍼 고속 및 저원가 주조 및 기계가공 공정개선,이병권
6193,1218102387,TRKO201400019272,(주)우신산업,대형 덤프트럭 Telescopic Hydraulic System용 오일 탱크 개발,표지... 1목차... 4제1장 서론... 5 제1절 기술개발의 필요성... 5제2장 본론... 8 제1절 개발대상의 구조 및 작동원리 설계... 8 제2절 해외기술 분석... 10 제3절 재료의 선정 (인장시험)... 11 제4절 오일탱크 구조해석... 13 제5절 설계결과 상세... 19 제6절 오일탱크 제조공정 설계 및 시제품 제작... 25 제7절 ...,대한민국,1415117792,대형 덤프트럭 Telescopic Hydraulic System용 오일 탱크 개발,전흥풍
6194,4998603790,,,,,,,,
6195,1378607328,,,,,,,,
6196,6158100033,TRKO201400010682,(주)이에스,폐기물 에너지화를 위한 신속고열 동력보일러 개발 및 실증화,제 출 문... 1기술개발사업 최종보고서 초록... 2기술개발사업 주요 연구성과... 9목 차... 13제 1 장 서론... 15 제 1 절 과제의 개요... 15  1. 개요... 15  2. 연구 필요성... 15제 2 장 과제수행의 내용 및 결과... 17 제 1 절 최종 목표 및 평가 방법... 17  1. 최종목표( 8ton/h 기준으로 계산 )....,대한민국,1415113517,폐기물 에너지화를 위한 신속고열 동력보일러 개발 및 실증화,신경수
6197,1058706530,,,,,,,,
6198,6943101521,,,,,,,,
6199,2068101012,,,,,,,,
6200,8858602344,,,,,,,,
6201,1068603759,,,,,,,,
6202,4028101779,,,,,,,,
6203,6208106466,,,,,,,,
6204,6158106116,,,,,,,,
6205,6678809449,,,,,,,,
6206,2091209461,,,,,,,,
6207,1350605269,,,,,,,,
6208,2188105332,,,,,,,,
6209,3148107729,,,,,,,,
6210,2098801634,,,,,,,,
6211,4108703478,TRKO201300030506,필컴퍼니(주),전기재해 예방 기능을 갖는 대기전력 차단 매입콘센트 및 스마트폰 앱 개발,비공개항목입니다.,대한민국,1415118162,전기재해 예방 기능을 갖는 대기전력 차단 매입 콘센트 및 스마트폰 앱 개발,정만구
6212,1138104426,,,,,,,,
6213,4089009368,,,,,,,,
6214,8288107821,,,,,,,,
6215,8748804163,,,,,,,,
6216,1138604679,,,,,,,,
6217,1078705756,TRKO202100010323,화인코리아코퍼레이션,갈색거저리 추출물을 이용한 자연유래 샴푸 시제품 개발,표지... 1최종보고서... 3제 출 문... 4사업성과 요약서... 5요 약 서 (초 록)... 6목차... 7제 1 장 대상기술(제품)의 개요... 8제 2 장 사업목표 및 사업내용... 9 제 1 절 사업 목표... 9 제 2 절 세부 계획 및 사업내용... 11  1. 이론적 배경... 11  2. 연구방법... 11  3. 시제품 제작... 13제...,대한민국,1395067142,갈색거저리 추출물을 이용한 자연유래 샴푸 시제품 개발,박성희
6218,6188600682,,,,,,,,
6219,6168106406,,,,,,,,
6220,8568600607,,,,,,,,
6221,1180109261,TRKO201900008634,씨엘,셔틀버스 공유서비스 플랫폼 개발,비공개항목입니다.,대한민국,1425104307,셔틀버스 공유서비스 플랫폼 개발,박무열
6222,5158109309,,,,,,,,
6223,2278109594,,,,,,,,
6224,3148109836,,,,,,,,
6225,1148105020,,,,,,,,
6226,1078700879,,,,,,,,
6227,6168503924,,,,,,,,
6228,2358607514,,,,,,,,
6229,1058605912,,,,,,,,
6230,1238105598,,,,,,,,
6231,1058608518,,,,,,,,
6232,3668606051,,,,,,,,
6233,8268105961,TRKO201800013582,(주)넥스트웹,빅데이터 기반의 쇼핑패턴 분석을 통한 초정밀 마케팅 플랫폼 기술 개발,비공개항목입니다.,대한민국,1425094517,빅데이터 기반의 쇼핑패턴 분석을 통한 초정밀 마케팅 플랫폼 기술 개발,김현석
6234,1308702348,,,,,,,,
6235,1078701822,TRKO201800013658,메인정보시스템,모바일기기와 홀로그램 기술의 융복합을 통한 헤드업디스플레이 기술구현,비공개항목입니다.,대한민국,1425096217,모바일기기와 홀로그램기술의 융복합을 통한 헤드업디스플레이 기술구현,홍수정
6236,1168206394,TRKO201700008549,(사)한국정보산업연합회,사물인터넷(IoT) 보안 전문가 양성과정,표지 ... 1제출문 ... 2요약서(초록) ... 3목차 ... 10제1장 사업 목표 및 내용 ... 11 제1절 당해연도 사업목표 ... 11 제2절 사업 추진 내용(단계별 교육과정 내용 포함) ... 12 제3절 세부 교육연수 계획 및 실적(동일) ... 13 제4절 전문기관 승인사항 등 사업변경내역 ... 22제2장 사업추진 현황 및 내용 ... 2...,대한민국,1711046744,사물인터넷(IoT) 보안 전문가 양성과정,이영로
6237,1168206394,TRKO201000000290,(사)한국정보산업연합회,임베디드SW산업 발전전략연구,제출문...1요약문...2SUMMARY...5목차...8contents...11표목차...14그림목차...18제1장 연구개요 및 목표  ...22 제1절 연구개요  ...22 제2절 연구목표  ...24제2장 임베디드 SW 산업 현황  ...25 제1절 임베디드 SW 시장 규모  ...25  1. 임베디드 SW 시장규모 추정의 개요  ...25  2. 산업...,대한민국,1415098997,임베디드SW 산업 발전전략 연구,문정현
6238,1168206394,TRKO201800037516,한국정보산업연합회,무인항공기 ICT융합지원센터,표지... 1제 출 문... 2무인항공기 ICT융합지원센터 최종보고서 초록... 3무인항공기 ICT융합지원센터사업 최종보고서... 8목차... 9제 1 장 사업개요... 10 제 1 절 산업현황... 10 제 2 절 사업목표... 19 제 3 절 일반현황... 21 제 4 절 추진 조직 및 전략... 22 제 5 절 인력현황... 24제 2 장 사업 추진 ...,대한민국,1711047828,무인항공기 ICT융합지원센터,문정현
6239,1168206394,TRKO201300015980,(사)한국정보산업연합회,IT교수역량강화지원사업,표지... 1제출문... 3요약문... 4'2011년 IT교수역량강화지원사업 수행결과 요약서... 6목차... 7Ⅰ. 사업개요... 9 1. 사업목적 및 필요성... 9  가. 사업목적... 9  나. 추진배경 및 필요성... 9  다. 사업목적 및 내용의 적합성... 10  라. 기대효과... 10 2. 국내•외 유사 사례... 11 3. 사업 추진현황....,대한민국,1415115344,IT교수역량강화지원사업,윤동섭
6240,1168206394,TRKO201400014246,(사)한국정보산업연합회,M2M 서비스 플랫폼 연구회,표지... 1제출문... 2요약서 (초록)... 3목차... 41. 기술기획사업의 개요... 5 1.1 기술기획 필요성(목적)... 5 1.2 기술기획 대상(내용) 및 범위... 11 1.3 기술기획 추진방법... 332. 해당산업의 현황 및 특성... 66 2.1 국내 산업의 현황... 66 2.2 국내 관련 중소기업의 현황... 70 2.3 선진국의 산...,대한민국,1425085869,M2M 서비스 플랫폼 연구회,문정현
6241,1168206394,TRKO202200006664,한국정보산업연합회,제품-서비스 융합 기술 및 사업모델 개발 및 실증,표지... 1제 출 문... 2최종보고서 초록... 3목차... 6제 1 장 서론... 7 제 1 절 과제의 개요... 7제 2 장 과제 수행의 내용 및 결과(기술개발 내용 및 방법)... 10 제 1 절 최종 목표 및 평가 방법... 10 제 2 절 단계 목표 및 평가 방법... 12 제 3 절 연차별 개발 내용 및 개발 범위... 14 제 4 절 수행결...,대한민국,1415160002,제품-서비스 융합 기술 및 사업모델 개발 및 실증(총괄과제),김은선
6242,3018105948,,,,,,,,
6243,6268606660,,,,,,,,
6244,1101508477,TRKO202000025104,제이에스,국내 최초의 유독성 화학물 소형 저장용 캐니스터 기술개발,비공개항목입니다.,대한민국,1425126019,국내 최초의 유독성 화학물 소형 저장용 캐니스터 기술개발,김건호
6245,1101508477,TRKO201500011783,제이에스,"반도체 장비용 통합형 TIM (Interlock, Devicenet communication Module)개발",표지 ... 1중소기업 기술개발사업 최종보고서 ... 2제 출 문 ... 3요 약 서 (초 록) ... 4목 차 ... 5제 1 장 개발기술의 개요 ... 6 제 1절: 개발기술의 중요성 ... 6 제 2절: 관련기술 현황 ... 6제 2 장 개발목표 및 개발내용 ... 7 제 1절: 기술개발 목표 ... 7 제 2절: 세부 개발내용 및 방법 ... 8제 ...,대한민국,1425088122,"반도체 장비용 통합형 TIM (Interlock, Devicenet communication Module)개발",박중균
6246,1138600309,TRKO201900007650,티팟스튜디오,가상현실 기기와 사물인터넷 기술을 융합한 체감형 인터페이스 개발,비공개항목입니다.,대한민국,1425102715,가상현실 기기와 사물인터넷 기술을 융합한 체감형 인터페이스 개발,박민지
