BusinessNum,Job,EmployeeStatus,ReviewDate,TotScore,PromotionScore,WelfareScore,BalanceScore,CultureScore,ExecutiveScore,ReviewTitle,Advantage,Disadvantage,ForExecutive,GrowthYN,RecommendYN
2068704101,,현직원,18-Aug,100.0,100.0,80.0,100.0,100.0,100.0,"""개발자가 대우받으면서 열심히 일할 수 있는 곳입니다. 다양한 개발 환경을 경험할 수 있습니다.""","자유로운 연차를 사용할수 있고 샌드위치 휴일에는 쉽니다.
사무실은 수평적인 분위기입니다. 야근은 거의 없는 편입니다. 문서 작업이 많지 않습니다.",솔루션이 없는 회사이기 때문에 다른 회사보다 안정적이지 않다고 생각 하실 수 도 있습니다.,합리적인 복지 및 보상 체계를 마련해주셨으면 좋겠습니다.,성장,이 기업을 추천 합니다!
2068106674,전직원,서울,,20.0,20.0,20.0,40.0,60.0,20.0,"""취업이 급해도 걸러야되는곳. 장기파견이 많음""","급여 잘들어오고, 직원들 착함. 개인주의인 분들은 입사하면 편하실듯","근무하면 내새끼 퇴사하면🐶새끼.. 휴가사용시 눈치 은근히 줌 (ex. 난 올해 2일썼는데.. 넌또 휴가냐) 직급은 있으나 파워가 없음 항상 인력부족으로 야근 자주함 소문이 빨리돌고, 비밀이 없음. 거래처가 한정적으로 근무시 거래처 눈치 많이봄","불만있으면 똑바로 말하고, 퇴사시 별다른 조건안걸고 정으로 잡지 마시길",비슷,이 기업을 추천하지 않습니다.
4868801135,서비스/고객지원,전직원,21-Jun,20.0,20.0,20.0,20.0,20.0,20.0,"""사장이 다임. 갑질의 끝판왕. 여기는 본사 말 한마디에 벌벌 김. 점장이고 뭐고 본사에서 하라고하면 해야됨. 본사(사장, 본부장, 차장) 다 내려와서 꼬투리잡고 무조건 예죄송합니다 해야됨. 주방은 거의 다 중국사람임. 겉으로는 영양사 대우 해주는거같지만 실제론 연봉도 조리사, 서무보다 낮음. 절대 오지마세요.""",전문성없이 돈만 벌고싶다면 추천합니다. 기숙사도 주니까 집없고 뭣도 없을때 가세요. 기숙사도 아파트니까 괜찮음. 근데 대신에 한 숙소에 6명씩 사니까 참고하시길..,연차도 언제쓰라고 정해줌. 거의 강요.. 어디나 그러겠지만 연차쓸때 눈치보임. 자기할일 다 하고 휴가가야됨. 맛이 괜찮아도 사장 입맛에 안맞으면 걍 맛없는거임. 무조건 죄송합니다해야됨.,제발 본사 일좀 하세요. 지점와서 방해하지말고 자기들 일이나 똑바로 하길.,,이 기업을 추천하지 않습니다.
2048105563,,전직원,20-Aug,40.0,60.0,20.0,20.0,20.0,60.0,"""만가지 경험을 하고싶은 사람은 괜찮음. 단, 배울 수 없고 스스로 클 수 밖에 없음""",워터파크와 사우나 시스템이라는 특수한 분야를 경험할 수 있음. 사장이 진취적인 인물임,사장이 다혈질이라 직원들 정신건강에 해로움. 일이 너무 많음. 급여 낮음.,임원들이 진취적이어서 복지와 급여시스템만 개선되면 내부적으로도 성장할 수 있는 회사같음,비슷,이 기업을 추천하지 않습니다.
2208700339,마케팅/시장조사,전직원,16-Apr,40.0,60.0,40.0,20.0,80.0,20.0,"""청춘을 미끼로 희생을 강요하는곳. '본질'과 '진정성'을 강조하지만 가장 '진정성'없는 경영진""","자율출근제, 착하고 좋은 직원들 , 예쁜 옥상, 페스티벌을 하면서 명사나 연예인들을 많이 볼 수 있음",'본질'과 '진정성'을 강조하면서도 '진정성'없는 경영진,'상식'이 통하는 회사였으면 좋겠습니다.,,이 기업을 추천하지 않습니다.
1138603044,IT/인터넷,현직원,14-Jun,40.0,40.0,40.0,60.0,60.0,60.0,"""경영진 마인드는 좋으나 비전은 없다. 전형적이 인력 파견 업체""","사장님은 정말 젠틀해 보임..
내부 직원들 사람 너무 좋다.","현재 직원수가 많이 줄어 잇는데 남아 있는 사람들도 경영진보단 회사 내부 직원들끼리 친밀도 때문에 남아 잇는 사람이 많음.
연봉이 짠편임.
기술적인 부분은 배울것이 없다. (자체 솔루션 부재)
복지부분에서 다른 회사와 차별점이 있었지만 지금은 그마저도 사라졌음.",인력업체로는 살아남기가 어렵습니다.. it라면 기술을 가져야 됩니다. 전문성도 없응 it 업체의 미래는 그리 밝지 않다고 생각 합니다.,,이 기업을 추천하지 않습니다.
1058604799,,전직원,20-May,60.0,60.0,80.0,80.0,60.0,60.0,"""깔끔하고 조용한 분위기의 회사로 다니기 나쁘지 않은 편""",식대를 주고 노동법을 다 어기지않고 급여를 지급하는곳 같다,주위에 마땅히 밥 먹을 곳이 없어 직장인들이 몰려 식사시간이 힘들뿐이다. 엘리베이터가 없어서 계단 올라야한다.,사람 많이 뽑았으면 좋겠다. 사람이 적은것 같다,비슷,이 기업을 추천 합니다!
1178100045,IT/인터넷,전직원,22-May,60.0,80.0,60.0,100.0,80.0,60.0,"""인수 되면서 동력을 더 잃었음 빨리 합병되는 것만이 답""",탄력근무제가 잘 시행되고 있고 휴가 쓰기 편함 복지 좋음,인수 되면서 괜찮은 인력은 다 빠져나감 할일이 없음.,직원들이 일할 수 있는 진짜 일을 할수 있게끔 이끌어주길,,이 기업을 추천하지 않습니다.
5048104833,영업/제휴,전직원,20-Jan,20.0,60.0,20.0,20.0,40.0,20.0,"""의료업계에서의 첫 발걸음이라면 다녀볼만한 회사 어느 회사나 그렇듯 챙겨주는 상사 & 회사 이익만 생각하는 상사가 나뉘어져 있음""",다양한 업무를 경험할 수 있어 다른 회사로 이직하기 위한 발판으로 좋음,막대한 업무량과 이에 딸려오는 업무스트레스가 굉장히 많은 편 일을 한번 잘하면 여러가지 업무를 한꺼번에 소화해야하는 경우도 생김 급여에 비해 맡에 되는 업무량과 책임이 많음,직원 복지에 조금만 더 신경써줬으면 좋겠음 직원들이 자주 관두는 이유를 파악하고 하나하나 고쳐나가면 좋을 듯,비슷,이 기업을 추천하지 않습니다.
1318109030,IT/인터넷,전직원,16-Feb,20.0,40.0,20.0,20.0,20.0,20.0,"""보안 솔루션을 내세우지만 SI 회사와 전혀 다를게 없는 곳""",사원들간의 유대관계가 좋다. 믹스 커피 제공 사내 정치 없음 월급이 밀리지 않는다 승진이 빠르다,3개월짜리 프로젝트를 1개월안에 끝내야 함(QA 포함) 겨울엔 춥고 여름에 따뜻한 곳 (냉난방 안됨) 주변 식당과 교통이 불편,사원들의 이야기를 흘려 듣지 말고 해결해 주었으면 좋겠다.,,
2298102421,서비스/고객지원,전직원,21-Oct,20.0,20.0,20.0,60.0,20.0,20.0,"""재미있는 회사
고라니를 보려면 공장으로..
중소기업이 이런곳이구나라는 것을 경험하기에 안성맞춤 회사
공부열심히해서 멀쩡한회사 가세요 지원자들아""","흡연을 베란다에서 해댈수있음 흡연자에게 최적의 안성맞춤 환경
커피는맥심
정수기있음
책상제공 , 컴터제공
화장실 온수나옴
가끔지내는 고사 덕분에 떡과 과일을 아주가끔 제공
지넷시스템 로고가들어간 곤색잠바도제공
상여금도 가끔나오지만 그닥 크게 와닿지는않음
식권 천오백냥
화성에 자체공장","일단cs부서의 중요성을 전혀모름
CS를 할수없는 열악한환경
가족회사 온가족이 근무
근무하며 보람은 크게기대하기어려운환경이니 정신력 강한분들은 입사도전해볼만함
회사 의외로 재미있음
코미디빅리그보다 잼있음","수고많으십니다.
밑에 고라니 이야기있던데 진짜 즐거움이 가득한 회사네요
할말은많으나 하지않겠습니다
고사지낼때 과일좀 맛있는것좀 주시지 멜론이나 샤인머스켓 같은거
밑에경영관리부에 대해 이야기많던데 할말은많으나 하지않는걸로",,이 기업을 추천하지 않습니다.
1108106958,금융/재무,전직원,19-Aug,40.0,40.0,20.0,40.0,60.0,40.0,"""일하면서 느낀 점은 미래를 보고 계속 갈 수 있는 회사는 아니라는 점입니다 회사를 다니며 하나의 부품이 된 느낌을 받습니다 같이 일하시는 분들은 괜찮습니다 대표님이 개선되어야 합니다""",그닥 없습니다 정말 ...... 뭐라할말이 없어요 안타깝습니다... 같이 지내는 직원분들은 괜찮아요 대표가 문제입니다....... 좋은 점도 없고 딱히 할말이 없습니다,그냥 별로에요 추천하고 싶지 않은 회사 입니다 스트레스가 많은 만큼 돌아오는 것이 별로 없는 회사입니다 대표님 개선 되어야 합니다,대표가 잘못됨 고쳐야 합니다 개선해주세요 직원들은 괜찮습니다 하지만 회사가 발전하려면 대표님이 바뀌어야 합니다,비슷,이 기업을 추천하지 않습니다.
2208805123,교육,전직원,20-Sep,40.0,40.0,40.0,20.0,40.0,40.0,"""견뎌야 하는 분위기 직원을 굉장히 시험하고 테스트하고 싶어 함..""",역에서 가깝다는 정도. 그외에는 장점이 없습니다. 팀마다 분위기가 달라서 적응 잘 하면 좋을수도...,입사후 교육을 명목으로 회의실 방치... 소속감을 느끼기 어려워 퇴사 의사 밝히니 적응이 어렵냐며 반문하여 굉장히 당황스러웠습니다. 면접시 여자직원은 결혼 계획 및 뻔한 이유로 후려치니 참고하세요,직원이 일방적으로 견뎌야 하는 회사가 어디있나요... 최소한 적응하겐 해주셔야죠. 사람이 자주 나가는건 일이 힘들어서가 아닌거 같아요,비슷,이 기업을 추천하지 않습니다.
5478701412,IT/인터넷,현직원,21-Sep,20.0,20.0,20.0,20.0,20.0,20.0,"""배울거 하나도 없습니다. AI? 그런거 없음. 서버에서 조건으로 다 처리함""","점심 제공
근무시간 짧은거
직원들끼리는 사이 좋음
다른기업들이 얼마나 허술한지 배울수 있음
(자꾸 이거신기하다고 하는데 당연하지 그거 다 아마존 기술임ㅋㅋ)
퇴사자들끼리 모임 있음
지금까지 나간 퇴사자 수로 중소기업 수준 인원 나옴ㅋㅋ
이거 제외하면 정말 하나도 없음","대표가 급여 및 환급 받아야할 돈으로 장난질 침
한마디로 제때 안준다는 얘기
기술력 따윈 없음
잡플래닛 평점 지움
자체db 없음
자체엔진 그딴거 없음
아마존 의존도 100%
아마존 api 써서 만들음
듀얼모니터? 그게 뭐임? 싱글모니터
개발환경? 맥북에어 13인치 램 8기가 하드125기가
(운 좋으면 맥붇프로 13인치 받을수 있음 하지만 사양은 위와 동일)
내가 당장 일할곳이 필요하다 혹은 공백기간 없애고 싶다하면
들어가세요ㅋㅋ",대표를 제외한 나머지 직원들끼리 모임 있는거 아시려나? 어차피 안 바뀌는거 아니깐 열심히 사세요 ~,비슷,이 기업을 추천하지 않습니다.
1058707958,경영/기획/컨설팅,전직원,21-May,60.0,80.0,60.0,20.0,80.0,40.0,"""많은 경험을 빠르게 쌓고싶다면 추천합니다.
폭넓은 업무들이 빠른 시간에 엄청난 속도로 들어옴.
사내 분위기는 좋지만 업무량이 많고 가이드라인이 불분명함.
업무에 따른 보상 부족.""","자유로운 연차 사용이 가능하며 팀간의 분위기가 좋음.
경영진이 복지를 점점 신설해나가려고 해서 복지가 좋아지고있음.
기업의 목표가 높으며 투자 유치가 원활함.","입퇴사자의 변동이 잦습니다.
체제가 빠르게 변화하지만 그에 대한 대응이 좋지않음.",직원들이 열심히 하는만큼 그에 따른 보상이 확실해야 할 듯 합니다. 좋은 인재들이 들어와도 붙잡아두지 못하면 결국 회사의 자산이 되지 못한다는걸 기억해주셨으면 합니다.,,이 기업을 추천하지 않습니다.
4168704914,서비스/고객지원,전직원,20-Oct,20.0,20.0,40.0,100.0,20.0,20.0,"""CJ에 기생하는 기생충같은 시설관리 하청업체. 하청기업 치고는 급여 좋은편이다.. 여기 대표가 씨제이 회장 친척이라는 소문있음.""",워라벨 보장은 잘되며 월급 안밀리고 제때 주며 하청업체 치고 심지어 명절 상여금까지 준다... 야근같은거 없고 만약 있어도 확실히 잘 챙겨줌.,장점빼고 다 단점. 여기 직원들 대부분은 정규직이며 씨제이 에서는 파견직이라 씨제이 사옥에서 근무할땐 철저히 차별받는다. 심지어 제일짜당 본사사옥 있을때 나는 직원식당 이용 한번도 못했봤다... 그냥 돈만 잘받는거고 복지 그런거 없고 진급이나 커리어개발 따위도 없을것이며 심지어 씨제이 사람들한테 매번 아이고 네네~그러믄입쥬~ 하며 늘 굽신굽신 해야하여 은근 알게모르게 씨제이 정규직 인간들이 무시한다.,어차피 내가 여기다 바라는점따위 얘기한다한들 원래 그렇게 기생충같은 회사라서 크게 신경도 쓰고싶지 않다.,비슷,이 기업을 추천하지 않습니다.
4028104265,,현직원,20-Aug,80.0,80.0,60.0,40.0,60.0,40.0,"""현채직이지만 회사는 다닐만한곳입니다. 하지만 소장잘못만나면 퇴사각입니다.""",파견직이다 보니깐 소장님 주변동료만 좋은면 괸찮습니다. 파견직이다보니깐 현장이 좋으면 편합니다. 하지만 나쁘면 단점이 될수 있어요,단점은 잘모르겠습니다.하지만 너무 복지부분이 미흡한것 같습니다.,직원 복지에 신경을 좀 써주시면 감사하겠습니다.복지같은게 미비하고,성장,이 기업을 추천 합니다!
1018604874,IT/인터넷,전직원,17-Sep,20.0,20.0,20.0,20.0,20.0,20.0,"""무엇하나 제대로 된게 없는 회사 한개인의 말에 좌지우지 하는 대표 그걸 이용해 먹는 대표 이하 간부 거기에 아무말 못하는 기타 등등 지금까지 다닌 회사중 단연 최악의 회사임""",10시 출근이 가장 큰 장점 입니다. 그외에 간식 주변에 많은 음식점 등,단점은 너무 많아서 쥐꼬리만한 사무실에 다닥 다닥 10여명의 사람들이 일하고 주말 근무를해도 대체 휴무 없고 주말 근무수당 없고 인센티브도 아주 자기네 맘대로고 도대체 뭐 하나 정점을 찾을수 없다 다시 한번 말하지만 내 회사 생활중 최악의 회사다,"제발 귀좀 열고 눈 좀 뜨고 보세요. 답답한 경영진 나으리들 무능한 경영진들에게 딱 알맞는 사자성어 ""우이독경"" 정신차리세요.",,
2068106254,엔지니어링,전직원,20-Dec,60.0,60.0,60.0,40.0,40.0,40.0,"""경직된 분위기, 군대 느낌도 있음 일감 걱정없는 회사, 일 많은 회사""","안정된 매출, 안정된 회사 월급 잘 나옴, 보너스도 나옴","일 많음, 공사 계열 편중된 사업구조 구지 바꿀 생각 없음",사업 다변화가 필요할지 모르겠지만 영원한 사업은 없음,비슷,이 기업을 추천하지 않습니다.
1198101954,IT/인터넷,전직원,20-Feb,20.0,60.0,20.0,20.0,20.0,20.0,"""사람을 사람으로 보지 않고 노예로 보는 회사""",휴가나 복지나 체계가 아무것도 잡혀있지 않아서 야부리 잘털면 자유롭게 회사생활 가능,"체계가 하나도 잡혀있지 않아서 뭐 이런 회사가 다있나 싶을 정도. 회사가 개선의 여지가 없음. 사람이 많이 나가는데도 회사의 문제점을 모름. 서로 욕하고 반말하는 회사. 상여금 없고, 추석 설날 단돈 7만원 줌.",인성을 보고 사람을 뽑았으면 합니다.,,
1168100423,디자인,전직원,21-Mar,60.0,20.0,20.0,100.0,40.0,20.0,"""워라밸은 보장되나, 연봉은 많이 적습니다. 여자라면 아이낳고 다니기 좋은 회사입니다. 돈 생각 안하고 편하게 일할 곳 찾는다면 딱 좋음""","워라밸, 복지가 좋음(육아휴직, 통신비 지원 등), 연차도 자유롭게 사용 가능, 디자인쪽은 특별한 일이 있는 경우가 아니면 일정도 널널하고 매우 한가함.","초봉 또는 이직할때 깎여서 들어오는 경우가 많아서 연봉이 올라도 다른 기업에 다니고 있는 같은 직종의 지인들에 비하면 쥐똥...
자율 출퇴근 제도가 있긴함. 8시,9시,10시 중에 골라서 사용 가능하다고 하지만 9시부터 업무 대응할 사람들이 필요하기 때문에 연차 높은 사람들이 먼저 고르고 연차 낮은 사람들은 차순위이임. (그만큼 고인물들이 많음)",인사팀 직원에게 바라는게 있다면 갑의 입장에서 연봉 협상 중 말로서 사람을 깍아내리는 듯한 말은 삼가하는게 좋을 것 같습니다 (아무리 협상이라고 하지만 연봉 100만원 200만원 올리는 것으로 사람 낮아지게 만드는 곳은 여기밖에 없었음) 직원의 능력을 구체적으로 파악하고 최소한의 연봉 보장해주었으면 좋겠습니다.,,이 기업을 추천하지 않습니다.
5148102315,전직원,충남,,40.0,60.0,20.0,20.0,40.0,20.0,"""힘든 기억이 남아있던곳 좋은 추억으로 남기고싶은 곳""",직원들끼리의 단합은 정말 좋았던 곳 그 하나만으로 모든 단점을 다 커버했었던 곳,비전 및 발전성 가능성이 현저히 적음 야근 많음 급여 적음,소규모 회사는 직원들이 생명인데 그 직원들이 급여가 적어도 정말 다니고싶어하는 그런 회사로 방향성을 잡아갔으면 좋겠다,비슷,이 기업을 추천하지 않습니다.
8238704576,현직원,서울,,80.0,100.0,80.0,80.0,100.0,100.0,"""가족같은 분위기와 경쟁력있는 직원들이 장점인 2년차 스타트업""",인원 한명 한명을 모두가 소중히 여기는 분위기. 자유로운 분위기 속에서 역량껏 근무를 할 수 있음. 구성원이 매우 젊고 경영진의 마인드가 광징히 좋습니다. 기술력이 좋은 선임들 밑에서 일을 제대로 배우기 좋습니다.,신입 연봉이 비교적 낮습니다. 이 외의 단점은 잘 모르겠네요. 아직은 소규모의 스타트업이기 때문에 회사 시스템적으로 체계적인 부분이 부족하다고 느낄 수 있습니다.,지금의 경영지침은 매우 바람직하다고 생각합니다. 기업규모가 더 커지더라도 지금의 마인드를 지켜주시면 좋을 것 같습니다.,성장,이 기업을 추천 합니다!
1788805016,경영/기획/컨설팅,전직원,20-Apr,20.0,60.0,20.0,60.0,20.0,20.0,"""중국에서 물건 떼다 파는 일반적인 중소기업 가족회사 등 중소기업의 안좋은것들 집합체""",신도림역에 위치해있지만 내려서 10분정도 걸어야해서 간다,"가족회사, 연봉 짬, 꼰대마인드, 불필요한 업무, 체계없는 회사 시스템",발전을 생각하면 대표부터 바뀌어야 한다고 생각함 열정적인 사람에게 적절한 보상이 없다면 열정을 바라면 안됨 직원들은 노예가 아님,,
1328104673,전직원,인천,,60.0,40.0,40.0,80.0,40.0,40.0,"""주말출근은없으며 업무강도는약함. 첫직장치고 많은걸 배우진 못했음 위치가 공단지역에있어서 외국인들이 많음 주차공간 많아서 자차이용가능함""",연차를 눈치안보고 사용가능하다 아침 점심 저녁 근처식당에서 무료로 이용이가능함 사람들이 대부분 착함 주말출근없음,지하철에서 내려서 마을버스 타고가야함 주변이 공단이라서 외국인노동자들도 있음 코위버에서 검수하는데 갑질조금있음,복지는 식대밖에없으며 연봉인상폭도 적음 하지만 가족같은 분위기에서 열심히일하는 환경은 좋았음,비슷,이 기업을 추천하지 않습니다.
2208608322,전직원,서울,,40.0,40.0,40.0,40.0,60.0,60.0,"""대표개발자 한명에 의해 좌지우지되는 경향이 보임""","프로젝트기간만 아니면 휴가사용은 자유로운 편, 여러 회사에 파견나가면서 다양한 경험을 할 수 있음","연봉협상 기간이 있으나 제대로 지켜지지 않음, 대부분 장기출장 형태이므로 생활에 지장이 있음",직원의 불만에 대한 피드백이 필요함. 회식이 자주있진 않으나 회식에서 나오는 불평 불만이 전혀 해결되지 않음.,비슷,이 기업을 추천하지 않습니다.
4138101780,IT/인터넷,전직원,20-Aug,80.0,80.0,80.0,20.0,100.0,60.0,"""신입이 들어와 자리잡기 좋은회사 조금만 열심히 하면 인정받고 치고나갈수있는 회사""",직원들 연령대가 20~30대가 주로되어있어 흔히말하는 갑질이 없고 분위기가 젊고 좋음,잦은야근으로 인해 워라벨의 불균형이 심함. SKT의 하도업체로 상위업체의 갑질이 심함. 현장민원인 대응할일이 많음.,직원채용을 늘려 야근을 줄여야 함...,비슷,이 기업을 추천하지 않습니다.
1078702085,현직원,서울,,100.0,80.0,100.0,80.0,100.0,100.0,"""내 개인의 역량을 키울 수 있는 곳이라고 생각합니다.""",연차를 윗사람 눈치 안보고 쓸 수 있음. 직원들 복지에 신경 써주는 편.,복지제도가 다양하진 않음. 쉬는 시간에도 일하는 분위기,바라는 점은 지금처럼만 해주시면 됩니다.,성장,이 기업을 추천 합니다!
2208608769,IT/인터넷,전직원,19-Oct,60.0,40.0,40.0,40.0,60.0,40.0,"""엔지니어로써 본인의 역량을 실험해볼 수 있는 곳""",보고와 명분만 있으면 출퇴근이 자유로움. 필요한 지원에 돈을 아끼지 않음. TM이나 PM을 잘 만나면 세상 편함.,고객사에서 눈치보면서 일해야 함. 계약 내용과 출근거리에 따라 프로젝트기간동안 얼굴 색이 달라짐. 은근 보이지 않는 벽에 압박이 올 때가 있음. (본인이) 과장 이하분들의 연봉이 오른걸 들어본 적이 없음.,"사원이든 과장급이든 새로 온 사람이 올 때, 제품에 대한 교육을 체계적으로 잘 교육했으면 좋겠다.",비슷,이 기업을 추천하지 않습니다.
1051802718,디자인,전직원,22-Mar,100.0,100.0,100.0,100.0,100.0,100.0,"""디자인에이전시로 디자인 퀄리티가 매우 높은 회사.
대표자께서 직원의 입장을 항상 먼저 생각하는 회사.
발전을 위해 항상 고민하고 도전하는 회사.""","자유롭게 눈치 볼 필요없는 휴가 사용.
수평적이고 민주적인 기업문화.
연차 상관없는 상호존중과 자유로운 의견제시.","디자인에이전시 특성상, 어쩔 수 없는 야근이 있지만
대표자께서 최대한 직원들의 입장에서 먼저 생각해주시고
쉴 수 있는 방안을 모색해주심.","회사에 다니면서 많은 것을 배울 수 있었습니다.
디자인 퀄리티는 업계 최고라고 자부할 수 있는 회사인만큼 앞으로 더 승승장구하며, 직원들 또한 자부심을 갖고 일했으면 좋겠습니다.",성장,이 기업을 추천 합니다!
1208804080,IT/인터넷,전직원,21-Mar,60.0,80.0,60.0,80.0,80.0,60.0,"""신입으로 들어와서 열심히한다면 성과낼 수있는곳. 근무지가 여러곳이라 주의요망""",파견 업무가 있다보니 직장상사 눈치가 덜보이는 편이지만 없진않음,"혼자 해결해야될 경우가 종종 있음,. 보다 적극적으로 의사송하려고 노력해야함",중소기업답게 연봉이 ..많이 아쉬움.. 그래도 연수 쌓이면 쬐끔씩 늘긴함,비슷,이 기업을 추천하지 않습니다.
1068106556,IT/인터넷,전직원,15-Sep,40.0,20.0,40.0,60.0,20.0,20.0,"""재무가 탄탄하고 안정적인 회사 기술력은 글쎄? 안정적인 회사를 원하는 경력자에게 추천, 스킬업에 있어서는 신입사원에게는 글쎄?""","거의 독점 서비스를 하고 있어서 탄탄하고 재무가 안정적이며 당기 순이익 100억 인 회사, 중소치고 거의없는 선택적복리 후생 제도가 있음","비합리적인 인사평가제도, 수직적인 팀 문화, 중소라 그런지 회사 정책(복지, 업무 기타 등등)에 있어서 기준이 없는 회사, 기술업무에 집중하지 못함","버는 만큼 직원에게 복지 증대 필요, 연봉 협상시기 졔 시기에 맞춰서 해주시길 바라며 정말 회사를 키우고 싶은맘이 있다면 과감한 R&D 투자 해주세여~",비슷,이 기업을 추천하지 않습니다.
6028209552,특수계층/공공,현직원,20-Mar,40.0,20.0,60.0,40.0,40.0,60.0,"""지역기관에서 할수있는 대부분의 업무를 경험 가능한것은 장점""","최근에는 연차 눈치 그다지 안봄, 복지 수당 있음, 고난이도의 업무는 없음","야근 많음, 업무시간 미포함되는 업무많음, 연간 업무 설계불가, 그때 그때 추가되는 업무많음","최소인력으로 운영하지좀 않았으면 좋겠습니다. 윗선의 산업이해도와 인사이트가 거의없는편, 연줄위주 사업추진",,
1059006260,,전직원,19-Oct,80.0,60.0,80.0,60.0,80.0,80.0,"""홍대입구역에 인접해서 교통이 편리하며 비교적 큰 규모의 병원으로 근무하는 사람도 많고 환자들도 많다""","1. 홍대입구 근처에 위치한다.
2. 병원 크기가 크다
3. 일이 좀 바쁘지만, 다른 병원들보다 복지가 좋은 것 같다","1. 일이 바쁜 편이다.
2. 병원 규모가 점점 커지고 있으나 직원 관리가 제대로 되는 느낌은 아니다","병원의 규모가 점점 커지는 만큼, 경영진들의 마인드와 관리 및 복지도 확장되었으면 좋겠습니다.",성장,이 기업을 추천 합니다!
1148701864,디자인,전직원,16-Aug,40.0,20.0,20.0,20.0,20.0,20.0,"""다양한 프로젝트보다 지금은 금융권과 공공쪽으로 프로젝트 위주로 고정되어있다. 디자이너로 입사할 예정이라면 비추한다. 입사 후 시간이 갈수록 무시당하는 대우를 받는것에 익숙해져서 자신의 가치를 낮게만 보게됨으로 추천하고싶지는 않다. 얼마든지 더 좋은 대우를 받을 수 있는 사람들을 과소평가하고 인력으로만 돌리는 회사.""","연차는 아무때나 가능, 주말수당 2만원 정도. 칼퇴하는 날이 많지 않아서 칼퇴할때는 눈치를 보지않아도 된다.","홈페이지 나와있는 복지제도 중 복날이벤트, 영화 이벤트, 주말수당 이외에 아무것도 없다 택시비 12시 이후부터 가능한데 12시에 맞춰 택시를 타면 무언의 압박이 들어온다. 연봉과 연봉협상같은건 기대하지 않는것이 마음 편하다.",아무리 프로젝트 수주가 급하다해도 모든 프로젝트에 당연하다는듯 주말까지 워킹데이를 잡고 나오라는 식은 아닌것같습니다. 직원들을 인력으로만 보지말고 사람으로 생각해주셨으면 합니다. 제발 사람뽑으실때 신중하게 뽑으시길 바랍니다. 윗직급의 사람이 해결해줘야되는 문제들을 직접 해결하지않고 아랫사람에게 넘기는 일은 이해가 가질 않습니다. 누가 제대로 일하고 있는지 잘 보시길 바랍니다.,,
2208706471,IT/인터넷,전직원,21-Aug,40.0,60.0,60.0,20.0,100.0,40.0,"""더존 프로그램을 직접적으로 체험할 수 있는 곳, 지극히 개인적의 본인 의견이지 그렇다고 단점만 보는 당신은 바보!""","1. 건물이 지하철 출구와 바로 연결 되어있어 초초초역세권
2. 간식과 안마의자 구비(간식은 매월 먹고 싶은 것 주문 가능)
3. 넓은 사무실과 이쁜 인테리어
4. 직원들끼리의 분위기 최상
5. 더존 프로그램을 직접적으로 배워 퇴사를 하여도 이직 시 매우 인정해줌
6. 대표님이 직원들을 정말 많이 생각하고 이해하려고 고민하는게 느껴짐(모든 직원이 프로그램에 대해서 어느 정도 알았으면 좋겠고, 영업하기를 원하심, 대표님의 프로그램 숙지하라는 압박이 있어 나태한 사람에겐 좋음, 직원이 발전할 수 있게 도움을 줌)
7. 대표님이 출근을 많이 하지 않음(일주일에 3일 출근?)
8. 명절 전 날에 부서 절반만 돌아가면서 조기 퇴근","1. 단순 보고를 위한 보고서가 진짜 많음(ex: 오늘 뭐 했는지, 내일 뭐 할 건지? 이번 주에는 뭐 할 건지? 이번 달에는 뭐 할 건지?, 영업팀도 아닌데 영업을 위해 무엇을 했는지? 등등,,, 빈말로 이러다가 내가 화장실 가는 것도 쓰는 거 아닌가 싶을 정도로 도움 안되는 게 많음, 직원들이 많이 말 했지만 바뀌진 않음)
2. 직원들이 대표님 커피를 타 줌(요즘 시대에 흠,,)
3. 대표님이 출근하시면 워낙 고성을 많이 지르시고 매번 기분이 안 좋으시기 때문에 직원들은 눈치 보고 항상 긴장해한다
4. 일을 하다가도 대표님이 사내 메신저로 대표실로 들어오라는 말에 하던 일(업체와 통화)도 바로 끊고 달려가야 한다(늦게된다면 본인이 부를 땐 하던 일 바로 멈추고 들어오라고 꾸중을 듣는다)
5. 자택에서 근무하실 때 직원들에게 보고 싶은 보고서가 있으면 보고서 작성해서 보내라고 하심(일은 많고 전화는 밀려오는데 거기다가 모든 일 멈추고 보고서 작성하면 정신 혼미해짐)
6. 정시 근무는 9시지만 8시30분 출근 강요(미리 와서 업무 준비를 하라고 하시는데,, 그럼 17시 30분 퇴근 가능할까요?ㅠ)
7. 남성들은 풀 정장(창의적인 소프트웨어를 판매하는데 복장은 왜 창의적이지 않을까요?, 외부에 나가거나 외부 사람이 방문하지 않을 경우에는 자율 복장해도 되는 업무환경이라고 생각함)
8. 19시 까지는 퇴근하라고 하면서 18시 종료하고 보고서 빨리 써야 겨우 19시에 끝나고 일이 많으면 보고서 쓰느라 야근이 잦음(모든 일이 업무 시간에는 못 한다고 생각한다, 하지만 단순 보고서 작성 때문에 자기 주 업무를 하지 못해 아쉽다)
9. 워라벨 X, 매출 실적 안 좋으면 연차X(연차 수당은 나옴), 장기 근속자X","대표님 진짜 많이 바뀌셔야 돼요.
그래도 대표님 덕분에 많이 배워갑니다.
감사합니다.",비슷,이 기업을 추천하지 않습니다.
